Station,Year,Month,Day,Daily Mean,Daily Max
Changi,2010,Jan,1,8.6,29.2
Changi,2010,Jan,2,8.8,30.2
Changi,2010,Jan,3,9.1,29.9
Changi,2010,Jan,4,7.5,36
Changi,2010,Jan,5,9.7,31.7
Changi,2010,Jan,6,9.4,31.7
Changi,2010,Jan,7,7.5,37.8
Changi,2010,Jan,8,10.5,34.9
Changi,2010,Jan,9,11.3,38.2
Changi,2010,Jan,10,9.4,32
Changi,2010,Jan,11,10.1,31.3
Changi,2010,Jan,12,9.7,42.1
Changi,2010,Jan,13,11.1,37.4
Changi,2010,Jan,14,12.9,45.4
Changi,2010,Jan,15,13.7,41
Changi,2010,Jan,16,10.6,37.1
Changi,2010,Jan,17,11,37.8
Changi,2010,Jan,18,11.4,46.8
Changi,2010,Jan,19,7.5,45.7
Changi,2010,Jan,20,8.7,35.3
Changi,2010,Jan,21,9,31.7
Changi,2010,Jan,22,6.7,34.9
Changi,2010,Jan,23,12.5,32.4
Changi,2010,Jan,24,13.9,37.1
Changi,2010,Jan,25,13.4,33.1
Changi,2010,Jan,26,10.5,37.4
Changi,2010,Jan,27,14.2,42.8
Changi,2010,Jan,28,11.5,37.1
Changi,2010,Jan,29,11.6,34.9
Changi,2010,Jan,30,11.2,37.4
Changi,2010,Jan,31,12.5,37.4
Changi,2010,Feb,1,12.1,39.6
Changi,2010,Feb,2,10.3,30.6
Changi,2010,Feb,3,13.2,34.6
Changi,2010,Feb,4,14.7,40
Changi,2010,Feb,5,9.9,36
Changi,2010,Feb,6,12.4,39.2
Changi,2010,Feb,7,14.3,36
Changi,2010,Feb,8,13,35.3
Changi,2010,Feb,9,13.5,43.2
Changi,2010,Feb,10,14,41
Changi,2010,Feb,11,14.5,39.6
Changi,2010,Feb,12,13.2,42.5
Changi,2010,Feb,13,14.7,42.1
Changi,2010,Feb,14,13.4,40
Changi,2010,Feb,15,12.5,39.2
Changi,2010,Feb,16,14.3,42.8
Changi,2010,Feb,17,15.3,39.6
Changi,2010,Feb,18,17.7,49
Changi,2010,Feb,19,9.9,32.4
Changi,2010,Feb,20,11.6,35.3
Changi,2010,Feb,21,13,37.4
Changi,2010,Feb,22,12.8,37.1
Changi,2010,Feb,23,12.2,34.2
Changi,2010,Feb,24,11.1,44.6
Changi,2010,Feb,25,11.2,33.8
Changi,2010,Feb,26,11.1,38.9
Changi,2010,Feb,27,11.1,29.5
Changi,2010,Feb,28,11.2,32.8
Changi,2010,Apr,1,6.6,33.5
Changi,2010,Apr,2,8.5,31.3
Changi,2010,Apr,3,8.9,42.5
Changi,2010,Apr,4,4.9,30.2
Changi,2010,Apr,5,9,34.2
Changi,2010,Apr,6,9.9,32
Changi,2010,Apr,7,10.3,43.2
Changi,2010,Apr,8,9.5,32.8
Changi,2010,Apr,9,10.2,27.7
Changi,2010,Apr,10,7,51.1
Changi,2010,Apr,11,9,33.1
Changi,2010,Apr,12,9.6,41.4
Changi,2010,Apr,13,8.2,54
Changi,2010,Apr,14,10.2,33.5
Changi,2010,Apr,15,8,42.5
Changi,2010,Apr,16,6.5,27
Changi,2010,Apr,17,6.4,32.4
Changi,2010,Apr,18,6,27.4
Changi,2010,Apr,19,5.8,32
Changi,2010,Apr,20,6.4,37.8
Changi,2010,Apr,21,4.9,33.8
Changi,2010,Apr,22,6.7,29.9
Changi,2010,Apr,23,6.8,28.4
Changi,2010,Apr,24,5.8,27.7
Changi,2010,Apr,25,8.6,31
Changi,2010,Apr,26,6,26.6
Changi,2010,Apr,27,7.5,29.5
Changi,2010,Apr,28,5.8,24.8
Changi,2010,Apr,29,7.2,38.5
Changi,2010,Apr,30,11.4,32.4
Changi,2010,May,1,9.1,28.4
Changi,2010,May,2,9.6,32.8
Changi,2010,May,3,9.2,31.3
Changi,2010,May,4,9,36.7
Changi,2010,May,5,9.8,29.5
Changi,2010,May,6,9.7,37.1
Changi,2010,May,7,8.4,27.7
Changi,2010,May,8,6.3,30.6
Changi,2010,May,9,5.8,38.5
Changi,2010,May,10,5.3,27
Changi,2010,May,11,5.8,28.4
Changi,2010,May,12,5.9,30.6
Changi,2010,May,13,5.5,32.8
Changi,2010,May,14,4.6,19.8
Changi,2010,May,15,6,37.4
Changi,2010,May,16,7.4,38.2
Changi,2010,May,17,6.5,44.6
Changi,2010,May,18,10.7,38.2
Changi,2010,May,19,6.6,31.3
Changi,2010,May,20,6.9,35.6
Changi,2010,May,21,8.5,28.1
Changi,2010,May,22,6.4,31.7
Changi,2010,May,23,7.9,26.6
Changi,2010,May,24,8.1,29.5
Changi,2010,May,25,9.4,32.4
Changi,2010,May,26,8.4,32.4
Changi,2010,May,27,9.5,41.8
Changi,2010,May,28,7.7,28.8
Changi,2010,May,29,6.7,37.8
Changi,2010,May,30,6.2,34.6
Changi,2010,May,31,4.4,19.8
Changi,2010,Jun,1,5.5,27.4
Changi,2010,Jun,2,6.4,35.6
Changi,2010,Jun,3,8.6,29.5
Changi,2010,Jun,4,7.4,37.1
Changi,2010,Jun,5,6.8,30.2
Changi,2010,Jun,6,6.2,32.4
Changi,2010,Jun,7,5.6,31.7
Changi,2010,Jun,8,3.8,22
Changi,2010,Jun,9,5.7,27
Changi,2010,Jun,10,7.1,21.2
Changi,2010,Jun,11,9,26.3
Changi,2010,Jun,12,7.2,34.6
Changi,2010,Jun,13,6.3,55.1
Changi,2010,Jun,14,6.2,50.8
Changi,2010,Jun,15,6.6,42.5
Changi,2010,Jun,16,8.5,32
Changi,2010,Jun,17,8.3,28.4
Changi,2010,Jun,18,6.1,41
Changi,2010,Jun,19,7.1,32
Changi,2010,Jun,20,8.1,38.9
Changi,2010,Jun,21,13,34.9
Changi,2010,Jun,22,8.4,31.3
Changi,2010,Jun,23,8.8,56.9
Changi,2010,Jun,24,9.8,27.4
Changi,2010,Jun,25,7.3,34.9
Changi,2010,Jun,26,8.5,34.6
Changi,2010,Jun,27,7.5,28.4
Changi,2010,Jun,28,6.8,40.3
Changi,2010,Jun,29,8.1,30.2
Changi,2010,Jun,30,6.4,23.4
Changi,2010,Jul,1,6,34.2
Changi,2010,Jul,2,5.8,28.1
Changi,2010,Jul,3,5.4,38.9
Changi,2010,Jul,4,7.2,25.2
Changi,2010,Jul,5,8,22.3
Changi,2010,Jul,6,10.8,29.2
Changi,2010,Jul,7,7.9,32
Changi,2010,Jul,8,6.2,23
Changi,2010,Jul,9,6.3,22.7
Changi,2010,Jul,10,6.8,40
Changi,2010,Jul,11,8.1,37.8
Changi,2010,Jul,12,7,41.4
Changi,2010,Jul,13,7.5,30.2
Changi,2010,Jul,14,9.2,32.4
Changi,2010,Jul,15,9.8,34.2
Changi,2010,Jul,16,6,37.1
Changi,2010,Jul,17,7.8,37.8
Changi,2010,Jul,18,6,34.6
Changi,2010,Jul,19,5.8,26.6
Changi,2010,Jul,20,7.6,45.7
Changi,2010,Jul,21,5.3,28.1
Changi,2010,Jul,22,7.3,34.6
Changi,2010,Jul,23,8.2,34.6
Changi,2010,Jul,24,6.9,35.3
Changi,2010,Jul,25,7.6,26.3
Changi,2010,Jul,26,6.6,30.6
Changi,2010,Jul,27,8.8,28.4
Changi,2010,Jul,28,7.9,28.8
Changi,2010,Jul,29,3.6,4.7
Changi,2010,Aug,1,3.6,7.9
Changi,2010,Aug,4,8.5,30.6
Changi,2010,Aug,5,7.8,25.9
Changi,2010,Aug,6,9.5,28.4
Changi,2010,Aug,7,6.8,35.3
Changi,2010,Aug,8,9,27.7
Changi,2010,Aug,9,10,34.6
Changi,2010,Aug,10,11,30.2
Changi,2010,Aug,11,9.8,36.4
Changi,2010,Aug,12,9.9,29.9
Changi,2010,Aug,13,7.7,26.6
Changi,2010,Aug,14,5.8,23.4
Changi,2010,Aug,15,5.7,31
Changi,2010,Aug,16,4.8,22
Changi,2010,Aug,17,6,24.5
Changi,2010,Aug,18,5.8,37.8
Changi,2010,Aug,19,6.6,28.1
Changi,2010,Aug,20,7,45
Changi,2010,Aug,21,7.1,30.2
Changi,2010,Aug,22,9,24.8
Changi,2010,Aug,23,11,38.5
Changi,2010,Aug,24,12.2,40.7
Changi,2010,Aug,25,8.7,31
Changi,2010,Aug,26,9.4,35.3
Changi,2010,Aug,27,6.5,39.2
Changi,2010,Aug,28,11,42.8
Changi,2010,Aug,29,7,28.1
Changi,2010,Aug,30,8.4,34.2
Changi,2010,Aug,31,8.2,29.2
Changi,2010,Sep,1,7.9,30.2
Changi,2010,Sep,2,9.5,34.6
Changi,2010,Sep,3,8.6,29.2
Changi,2010,Sep,4,6.1,22
Changi,2010,Sep,5,6.8,31.7
Changi,2010,Sep,6,6.7,35.3
Changi,2010,Sep,7,7.1,25.2
Changi,2010,Sep,8,5.6,33.1
Changi,2010,Sep,9,9.8,29.5
Changi,2010,Sep,10,8.7,34.9
Changi,2010,Sep,11,7.8,22.7
Changi,2010,Sep,12,9.4,33.8
Changi,2010,Sep,13,9.7,29.2
Changi,2010,Sep,14,12,36.4
Changi,2010,Sep,15,6.6,50.8
Changi,2010,Sep,16,7.8,26.3
Changi,2010,Sep,17,5.2,30.6
Changi,2010,Sep,18,8.7,27.4
Changi,2010,Sep,19,8.5,25.6
Changi,2010,Sep,20,8,51.5
Changi,2010,Sep,21,8,28.8
Changi,2010,Sep,22,5.6,30.2
Changi,2010,Sep,23,5.5,25.6
Changi,2010,Sep,24,5.7,33.8
Changi,2010,Sep,25,5.4,23.4
Changi,2010,Sep,26,5.9,31
Changi,2010,Sep,27,6,45
Changi,2010,Sep,28,6.1,40.3
Changi,2010,Sep,29,7.6,43.2
Changi,2010,Sep,30,5.3,36
Changi,2010,Oct,1,6.6,28.1
Changi,2010,Oct,2,9.5,33.8
Changi,2010,Oct,3,8.3,52.9
Changi,2010,Oct,4,7.2,34.6
Changi,2010,Oct,5,8,32
Changi,2010,Oct,6,6.3,26.3
Changi,2010,Oct,7,6.3,24.1
Changi,2010,Oct,8,5.4,19.4
Changi,2010,Oct,9,5.8,28.8
Changi,2010,Oct,10,6.4,37.8
Changi,2010,Oct,11,7.5,34.6
Changi,2010,Oct,12,6.7,23
Changi,2010,Oct,13,6.3,41
Changi,2010,Oct,14,7.5,30.6
Changi,2010,Oct,15,5.9,68
Changi,2010,Oct,16,8.6,32
Changi,2010,Oct,17,9.2,35.6
Changi,2010,Oct,18,7,33.1
Changi,2010,Oct,19,6.3,31.3
Changi,2010,Oct,20,4.8,25.9
Changi,2010,Oct,21,4.8,37.8
Changi,2010,Oct,22,4.5,29.9
Changi,2010,Oct,23,7.7,40
Changi,2010,Oct,24,5.5,27
Changi,2010,Oct,25,6.1,20.9
Changi,2010,Oct,26,6.2,28.8
Changi,2010,Oct,27,6.6,45.7
Changi,2010,Oct,28,5.4,26.6
Changi,2010,Oct,29,6.8,46.1
Changi,2010,Oct,30,6.2,50.4
Changi,2010,Oct,31,7.9,27.7
Changi,2010,Nov,1,10,38.9
Changi,2010,Nov,2,7.2,35.3
Changi,2010,Nov,3,12.3,40.7
Changi,2010,Nov,4,8.4,28.1
Changi,2010,Nov,5,5.3,27
Changi,2010,Nov,6,5.9,32
Changi,2010,Nov,7,6.9,38.9
Changi,2010,Nov,8,5.1,26.6
Changi,2010,Nov,9,5.6,25.2
Changi,2010,Nov,10,5.3,26.6
Changi,2010,Nov,11,5.2,30.2
Changi,2010,Nov,12,7.4,27
Changi,2010,Nov,13,6,31.7
Changi,2010,Nov,14,5.4,39.6
Changi,2010,Nov,15,7,26.6
Changi,2010,Nov,16,6.5,46.4
Changi,2010,Nov,17,4.7,25.2
Changi,2010,Nov,18,6,27.7
Changi,2010,Nov,19,7.8,29.9
Changi,2010,Nov,20,5,46.1
Changi,2010,Nov,21,6.5,26.3
Changi,2010,Nov,22,8.3,32.4
Changi,2010,Nov,23,6.3,26.6
Changi,2010,Nov,24,6.1,34.2
Changi,2010,Nov,25,6.8,38.2
Changi,2010,Nov,26,8.6,29.2
Changi,2010,Nov,27,6.7,34.6
Changi,2010,Nov,28,6.5,34.6
Changi,2010,Nov,29,5.8,90.7
Changi,2010,Nov,30,7,37.8
Changi,2010,Dec,1,5.5,27.4
Changi,2010,Dec,2,7.1,86
Changi,2010,Dec,3,7.5,46.1
Changi,2010,Dec,4,6.1,33.1
Changi,2010,Dec,5,7.4,30.2
Changi,2010,Dec,6,5.7,33.1
Changi,2010,Dec,7,6.2,27
Changi,2010,Dec,8,6.8,25.9
Changi,2010,Dec,9,6.8,29.5
Changi,2010,Dec,10,5.4,20.9
Changi,2010,Dec,11,6.1,31.7
Changi,2010,Dec,12,6.5,33.1
Changi,2010,Dec,13,5.9,28.8
Changi,2010,Dec,14,6.7,27.4
Changi,2010,Dec,15,6.9,33.5
Changi,2010,Dec,16,6.4,41
Changi,2010,Dec,17,6.9,36.7
Changi,2010,Dec,18,7.5,53.6
Changi,2010,Dec,19,7.9,28.1
Changi,2010,Dec,20,6.1,23.4
Changi,2010,Dec,21,8.1,26.6
Changi,2010,Dec,22,7.5,25.9
Changi,2010,Dec,23,6.4,25.9
Changi,2010,Dec,24,8.9,35.3
Changi,2010,Dec,25,6.8,41.8
Changi,2010,Dec,26,9.5,40
Changi,2010,Dec,27,7.2,24.1
Changi,2010,Dec,28,7,23.8
Changi,2010,Dec,29,6.1,26.3
Changi,2010,Dec,30,7,28.4
Changi,2010,Dec,31,8.7,29.9
Marina Barrage,2010,Jul,16,4.5,25.2
Marina Barrage,2010,Jul,17,5,29.5
Marina Barrage,2010,Jul,18,4.7,19.8
Marina Barrage,2010,Jul,19,4,15.5
Marina Barrage,2010,Jul,20,4.5,29.9
Marina Barrage,2010,Jul,21,4.9,22.7
Marina Barrage,2010,Jul,27,4.4,15.8
Marina Barrage,2010,Jul,28,5.2,27
Marina Barrage,2010,Jul,29,4.1,15.5
Marina Barrage,2010,Aug,1,8.1,53.6
Marina Barrage,2010,Aug,2,5.5,25.9
Marina Barrage,2010,Aug,3,4.3,19.4
Marina Barrage,2010,Aug,4,5.5,27.7
Marina Barrage,2010,Aug,5,4.5,18.7
Marina Barrage,2010,Aug,6,4.7,18
Marina Barrage,2010,Aug,7,5.2,28.1
Marina Barrage,2010,Aug,8,4.5,15.5
Marina Barrage,2010,Aug,9,5.6,20.9
Marina Barrage,2010,Aug,10,5.1,32
Marina Barrage,2010,Aug,11,5.3,34.6
Marina Barrage,2010,Aug,12,5.4,19.1
Marina Barrage,2010,Aug,13,6.3,22.7
Marina Barrage,2010,Aug,14,4.9,29.5
Marina Barrage,2010,Aug,15,3.9,18
Marina Barrage,2010,Aug,16,3.8,23
Marina Barrage,2010,Aug,17,5.6,28.4
Marina Barrage,2010,Aug,18,5.1,27
Marina Barrage,2010,Aug,19,4.4,25.2
Marina Barrage,2010,Aug,20,4.2,24.5
Marina Barrage,2010,Aug,21,3.4,13
Marina Barrage,2010,Aug,22,5.4,18.7
Marina Barrage,2010,Aug,23,6.8,34.9
Marina Barrage,2010,Aug,24,7.6,24.1
Marina Barrage,2010,Aug,25,4.8,22
Marina Barrage,2010,Aug,26,4.9,32.4
Marina Barrage,2010,Aug,27,4.5,22.7
Marina Barrage,2010,Aug,28,6.9,39.6
Marina Barrage,2010,Aug,29,4.2,23.4
Marina Barrage,2010,Aug,30,4.3,28.8
Marina Barrage,2010,Aug,31,4.4,18.4
Marina Barrage,2010,Sep,1,4.6,18
Marina Barrage,2010,Sep,2,5.9,22.3
Marina Barrage,2010,Sep,3,6.6,27.4
Marina Barrage,2010,Sep,4,4.8,22
Marina Barrage,2010,Sep,5,5.9,24.5
Marina Barrage,2010,Sep,6,5.4,32
Marina Barrage,2010,Sep,7,4.8,19.1
Marina Barrage,2010,Sep,8,4.4,20.9
Marina Barrage,2010,Sep,9,5.1,18.4
Marina Barrage,2010,Sep,10,4.8,22.7
Marina Barrage,2010,Sep,11,5.4,20.2
Marina Barrage,2010,Sep,12,6.9,19.1
Marina Barrage,2010,Sep,13,5.6,16.6
Marina Barrage,2010,Sep,14,6.7,24.5
Marina Barrage,2010,Sep,15,5.1,43.6
Marina Barrage,2010,Sep,16,5.1,20.5
Marina Barrage,2010,Sep,17,4.2,24.5
Marina Barrage,2010,Sep,18,4.8,16.6
Marina Barrage,2010,Sep,19,4.3,13.7
Marina Barrage,2010,Sep,20,4.5,19.1
Marina Barrage,2010,Sep,21,4.8,16.9
Marina Barrage,2010,Sep,22,4.2,24.5
Marina Barrage,2010,Sep,23,4.3,25.9
Marina Barrage,2010,Sep,24,4.5,24.5
Marina Barrage,2010,Sep,25,3.8,17.3
Marina Barrage,2010,Sep,26,3.3,21.6
Marina Barrage,2010,Sep,27,3.8,40.7
Marina Barrage,2010,Sep,28,4,19.4
Marina Barrage,2010,Sep,29,4.9,17.3
Marina Barrage,2010,Sep,30,4.7,27
Marina Barrage,2010,Oct,1,4.7,17.6
Marina Barrage,2010,Oct,2,5.1,22.3
Marina Barrage,2010,Oct,3,5.1,37.4
Marina Barrage,2010,Oct,4,4.6,20.9
Marina Barrage,2010,Oct,5,4.2,21.6
Marina Barrage,2010,Oct,6,4.8,20.9
Marina Barrage,2010,Oct,7,4,19.8
Marina Barrage,2010,Oct,8,4,13.7
Marina Barrage,2010,Oct,9,4.8,25.2
Marina Barrage,2010,Oct,10,5.9,27
Marina Barrage,2010,Oct,11,5.8,24.5
Marina Barrage,2010,Oct,12,4,16.6
Marina Barrage,2010,Oct,13,5.2,30.6
Marina Barrage,2010,Oct,14,4.8,20.9
Marina Barrage,2010,Oct,15,5.7,31
Marina Barrage,2010,Oct,16,4.9,27
Marina Barrage,2010,Oct,17,4.6,17.3
Marina Barrage,2010,Oct,18,5.1,19.4
Marina Barrage,2010,Oct,19,4.7,32
Marina Barrage,2010,Oct,20,4.1,21.6
Marina Barrage,2010,Oct,21,3.6,16.9
Marina Barrage,2010,Oct,22,3.8,15.8
Marina Barrage,2010,Oct,23,5.7,23.4
Marina Barrage,2010,Oct,24,4.9,24.8
Marina Barrage,2010,Oct,25,4.1,15.8
Marina Barrage,2010,Oct,26,5.9,32.4
Marina Barrage,2010,Oct,27,6.1,33.8
Marina Barrage,2010,Oct,28,6.5,28.8
Marina Barrage,2010,Oct,29,8.3,40.3
Marina Barrage,2010,Oct,30,7,36
Marina Barrage,2010,Oct,31,8.5,33.8
Marina Barrage,2010,Nov,1,11.5,39.2
Marina Barrage,2010,Nov,2,5.6,24.5
Marina Barrage,2010,Nov,3,5.2,18.4
Marina Barrage,2010,Nov,4,4.2,20.9
Marina Barrage,2010,Nov,5,4,58.7
Marina Barrage,2010,Nov,6,7.2,30.2
Marina Barrage,2010,Nov,7,6.9,33.1
Marina Barrage,2010,Nov,8,7.2,27.4
Marina Barrage,2010,Nov,9,5.2,31.7
Marina Barrage,2010,Nov,10,6.1,28.4
Marina Barrage,2010,Nov,11,3.6,30.6
Marina Barrage,2010,Nov,12,7.9,31.3
Marina Barrage,2010,Nov,13,6,32
Marina Barrage,2010,Nov,14,4.9,31
Marina Barrage,2010,Nov,15,5.8,24.8
Marina Barrage,2010,Nov,16,5.8,30.6
Marina Barrage,2010,Nov,17,4.1,22.3
Marina Barrage,2010,Nov,18,4.7,20.9
Marina Barrage,2010,Nov,19,4,14
Marina Barrage,2010,Nov,20,4.5,22.3
Marina Barrage,2010,Nov,21,4.8,18.7
Marina Barrage,2010,Nov,22,5.2,18
Marina Barrage,2010,Nov,23,4.1,17.6
Marina Barrage,2010,Nov,24,5.2,22.7
Marina Barrage,2010,Nov,25,7.2,66.6
Marina Barrage,2010,Nov,26,5.7,21.2
Marina Barrage,2010,Nov,27,4.6,23.8
Marina Barrage,2010,Nov,28,4.7,23.4
Marina Barrage,2010,Nov,29,4.7,26.3
Marina Barrage,2010,Nov,30,6.1,33.5
Marina Barrage,2010,Dec,1,5.1,24.5
Marina Barrage,2010,Dec,2,7.2,48.2
Marina Barrage,2010,Dec,3,8.5,47.5
Marina Barrage,2010,Dec,4,7.8,33.5
Marina Barrage,2010,Dec,5,8.4,28.8
Marina Barrage,2010,Dec,6,6.6,32.8
Marina Barrage,2010,Dec,7,7.1,31.3
Marina Barrage,2010,Dec,8,7.2,26.6
Marina Barrage,2010,Dec,9,7.2,37.4
Marina Barrage,2010,Dec,10,3.9,16.6
Marina Barrage,2010,Dec,11,6.1,41.8
Marina Barrage,2010,Dec,12,6.3,36.4
Marina Barrage,2010,Dec,13,5.5,25.2
Marina Barrage,2010,Dec,14,4.8,37.1
Marina Barrage,2010,Dec,15,5.7,29.9
Marina Barrage,2010,Dec,16,8,49
Marina Barrage,2010,Dec,17,8.5,41.8
Marina Barrage,2010,Dec,18,10.1,47.2
Marina Barrage,2010,Dec,19,9,28.1
Marina Barrage,2010,Dec,20,5.9,22.3
Marina Barrage,2010,Dec,21,7.6,33.1
Marina Barrage,2010,Dec,22,8,25.2
Marina Barrage,2010,Dec,23,6.4,24.5
Marina Barrage,2010,Dec,24,7.6,28.1
Marina Barrage,2010,Dec,25,7.2,37.4
Marina Barrage,2010,Dec,26,7.2,26.3
Marina Barrage,2010,Dec,27,7.4,26.3
Marina Barrage,2010,Dec,28,9.5,31.3
Marina Barrage,2010,Dec,29,7.1,33.1
Marina Barrage,2010,Dec,30,8.6,31.3
Marina Barrage,2010,Dec,31,5.6,27
Khatib,2010,Oct,12,3.3,27.4
Khatib,2010,Oct,13,3.4,29.9
Khatib,2010,Oct,14,4.9,33.8
Khatib,2010,Oct,15,4.9,32
Khatib,2010,Oct,16,4.7,28.8
Khatib,2010,Oct,17,3.8,28.4
Khatib,2010,Oct,18,3.7,48.6
Khatib,2010,Oct,19,3.4,24.1
Khatib,2010,Oct,20,3.5,57.2
Khatib,2010,Oct,21,3,13.7
Khatib,2010,Oct,22,2.8,14
Khatib,2010,Oct,23,3.9,31
Khatib,2010,Oct,24,3.5,25.2
Khatib,2010,Oct,25,3.9,15.8
Khatib,2010,Oct,26,5,23
Khatib,2010,Oct,27,5.1,28.1
Khatib,2010,Oct,28,4.5,28.1
Khatib,2010,Oct,29,5.2,40
Khatib,2010,Oct,30,4.5,29.9
Khatib,2010,Oct,31,5.7,24.5
Khatib,2010,Nov,1,7.8,36
Khatib,2010,Nov,2,4.1,23.4
Khatib,2010,Nov,3,5.2,25.6
Khatib,2010,Nov,4,4.2,23.4
Khatib,2010,Nov,5,4,19.4
Khatib,2010,Nov,6,5,25.6
Khatib,2010,Nov,7,5,38.5
Khatib,2010,Nov,8,3.7,24.1
Khatib,2010,Nov,9,3.8,21.2
Khatib,2010,Nov,10,4.4,23.8
Khatib,2010,Nov,11,3.7,31.7
Khatib,2010,Nov,12,5.1,24.5
Khatib,2010,Nov,13,4,28.8
Khatib,2010,Nov,14,3.9,28.1
Khatib,2010,Nov,15,4.3,29.9
Khatib,2010,Nov,16,4.4,37.1
Khatib,2010,Nov,17,3,21.6
Khatib,2010,Nov,18,2.9,16.6
Khatib,2010,Nov,19,4,27.7
Khatib,2010,Nov,20,3.3,27.4
Khatib,2010,Nov,21,3.4,22.7
Khatib,2010,Nov,22,3.9,26.6
Khatib,2010,Nov,23,3.9,23.8
Khatib,2010,Nov,24,3.6,30.6
Khatib,2010,Nov,25,4.7,45
Khatib,2010,Nov,26,4.2,22.3
Khatib,2010,Nov,27,3.4,28.1
Khatib,2010,Nov,28,3.5,19.1
Khatib,2010,Nov,29,3.5,29.2
Khatib,2010,Nov,30,3.8,27.4
Khatib,2010,Dec,1,3.4,22.3
Khatib,2010,Dec,2,4.7,25.2
Khatib,2010,Dec,3,5.1,42.5
Khatib,2010,Dec,4,5.1,22.7
Khatib,2010,Dec,5,6,26.6
Khatib,2010,Dec,6,4.3,28.8
Khatib,2010,Dec,7,4.3,27.7
Khatib,2010,Dec,8,5.4,28.4
Khatib,2010,Dec,9,5.7,35.6
Khatib,2010,Dec,10,2.9,13
Khatib,2010,Dec,11,4.5,26.6
Khatib,2010,Dec,12,5.1,31
Khatib,2010,Dec,13,4.1,26.6
Khatib,2010,Dec,14,4.1,23.8
Khatib,2010,Dec,15,4.2,22.3
Khatib,2010,Dec,16,4.7,47.2
Khatib,2010,Dec,17,4.4,38.5
Khatib,2010,Dec,18,6.6,38.9
Khatib,2010,Dec,19,5.8,26.6
Khatib,2010,Dec,20,4.6,19.4
Khatib,2010,Dec,21,6.4,28.1
Khatib,2010,Dec,22,5,25.2
Khatib,2010,Dec,23,4,16.6
Khatib,2010,Dec,24,5.2,27.4
Khatib,2010,Dec,25,4.4,39.6
Khatib,2010,Dec,26,5.1,28.4
Khatib,2010,Dec,27,6.1,25.9
Khatib,2010,Dec,28,7.2,33.1
Khatib,2010,Dec,29,5.1,27.7
Khatib,2010,Dec,30,5.6,27.7
Khatib,2010,Dec,31,4.8,20.9
East Coast Parkway,2010,Jan,1,7.4,36.4
East Coast Parkway,2010,Jan,2,8.6,27.7
East Coast Parkway,2010,Jan,3,9.4,29.5
East Coast Parkway,2010,Jan,4,8.2,42.8
East Coast Parkway,2010,Jan,5,10.1,31
East Coast Parkway,2010,Jan,6,9.4,31.3
East Coast Parkway,2010,Jan,7,7.8,46.4
East Coast Parkway,2010,Jan,8,11.5,46.1
East Coast Parkway,2010,Jan,9,11.6,39.6
East Coast Parkway,2010,Jan,10,8.9,38.9
East Coast Parkway,2010,Jan,11,9.3,37.1
East Coast Parkway,2010,Jan,12,9.2,40
East Coast Parkway,2010,Jan,13,10.8,46.4
East Coast Parkway,2010,Jan,14,12.8,54.7
East Coast Parkway,2010,Jan,15,13.4,47.5
East Coast Parkway,2010,Jan,16,11.7,42.8
East Coast Parkway,2010,Jan,17,12.8,42.8
East Coast Parkway,2010,Jan,18,12.3,45.7
East Coast Parkway,2010,Jan,19,7.5,39.2
East Coast Parkway,2010,Jan,20,8.1,47.9
East Coast Parkway,2010,Jan,21,7.8,40.7
East Coast Parkway,2010,Jan,22,5.8,39.6
East Coast Parkway,2010,Jan,23,9.3,35.3
East Coast Parkway,2010,Jan,24,11.4,40.7
East Coast Parkway,2010,Jan,25,12.9,45.4
East Coast Parkway,2010,Jan,26,9.8,35.6
East Coast Parkway,2010,Jan,27,11.7,43.6
East Coast Parkway,2010,Jan,28,11.3,46.8
East Coast Parkway,2010,Jan,29,12.5,46.1
East Coast Parkway,2010,Jan,30,11.1,45.7
East Coast Parkway,2010,Jan,31,12.6,45
East Coast Parkway,2010,Feb,1,10.5,49.3
East Coast Parkway,2010,Feb,2,9.3,28.8
East Coast Parkway,2010,Feb,3,10,34.6
East Coast Parkway,2010,Feb,4,11.3,41.8
East Coast Parkway,2010,Feb,5,9.9,42.1
East Coast Parkway,2010,Feb,6,9.6,35.3
East Coast Parkway,2010,Feb,7,11.4,40.7
East Coast Parkway,2010,Feb,8,10.4,38.5
East Coast Parkway,2010,Feb,9,9.9,47.2
East Coast Parkway,2010,Feb,10,9.8,40
East Coast Parkway,2010,Feb,11,10.2,42.1
East Coast Parkway,2010,Feb,12,12.6,47.5
East Coast Parkway,2010,Feb,13,12.4,46.1
East Coast Parkway,2010,Feb,14,12.6,44.6
East Coast Parkway,2010,Feb,15,11.2,40.7
East Coast Parkway,2010,Feb,16,12.4,43.2
East Coast Parkway,2010,Feb,17,11.2,41
East Coast Parkway,2010,Feb,18,13.4,46.1
East Coast Parkway,2010,Feb,19,10.3,43.6
East Coast Parkway,2010,Feb,20,10.6,36.7
East Coast Parkway,2010,Feb,21,8.6,34.6
East Coast Parkway,2010,Feb,22,9.5,37.8
East Coast Parkway,2010,Feb,23,8.6,38.2
East Coast Parkway,2010,Feb,24,10.4,37.8
East Coast Parkway,2010,Feb,25,10.8,39.6
East Coast Parkway,2010,Feb,26,10.6,42.1
East Coast Parkway,2010,Feb,27,9,33.1
East Coast Parkway,2010,Feb,28,10.2,38.9
East Coast Parkway,2010,Mar,1,9.1,31.7
