Station,Year,Month,Day,Daily Mean,Daily Max
Paya Lebar,2013,Jun,24,9.1,29.5
Paya Lebar,2013,Jun,25,5.8,37.1
Paya Lebar,2013,Jun,26,6.2,33.5
Paya Lebar,2013,Jun,27,7.3,27.7
Paya Lebar,2013,Jun,28,5.5,35.3
Paya Lebar,2013,Jun,29,8.1,29.5
Paya Lebar,2013,Jun,30,7.1,33.5
Paya Lebar,2013,Jul,1,9.8,35.3
Paya Lebar,2013,Jul,2,11,37.1
Paya Lebar,2013,Jul,3,10.8,25.9
Paya Lebar,2013,Jul,4,7.6,37.1
Paya Lebar,2013,Jul,5,8.3,29.5
Paya Lebar,2013,Jul,6,13.3,35.3
Paya Lebar,2013,Jul,7,11.7,40.7
Paya Lebar,2013,Jul,8,8.8,31.3
Paya Lebar,2013,Jul,9,11.8,35.3
Paya Lebar,2013,Jul,10,11.7,31.3
Paya Lebar,2013,Jul,11,4.9,35.3
Paya Lebar,2013,Jul,12,9.2,35.3
Paya Lebar,2013,Jul,13,9,27.7
Paya Lebar,2013,Jul,14,4.9,35.3
Paya Lebar,2013,Jul,15,10.1,35.3
Paya Lebar,2013,Jul,16,6.1,31.3
Paya Lebar,2013,Jul,17,7.9,40.7
Paya Lebar,2013,Jul,18,10.4,25.9
Paya Lebar,2013,Jul,19,10.9,29.5
Paya Lebar,2013,Jul,20,10.5,29.5
Paya Lebar,2013,Jul,21,9.6,31.3
Paya Lebar,2013,Jul,22,13.1,35.3
Paya Lebar,2013,Jul,23,14.1,33.5
Paya Lebar,2013,Jul,24,11.7,33.5
Paya Lebar,2013,Jul,25,12,31.3
Paya Lebar,2013,Jul,26,9.6,40.7
Paya Lebar,2013,Jul,27,7,38.9
Paya Lebar,2013,Jul,28,9.2,27.7
Paya Lebar,2013,Jul,29,9.3,35.3
Paya Lebar,2013,Jul,30,10.2,38.9
Paya Lebar,2013,Jul,31,15.1,33.5
Paya Lebar,2013,Aug,1,12.3,29.5
Paya Lebar,2013,Aug,2,10.8,27.7
Paya Lebar,2013,Aug,3,10.5,27.7
Paya Lebar,2013,Aug,4,11.6,38.9
Paya Lebar,2013,Aug,5,11.3,35.3
Paya Lebar,2013,Aug,6,10,29.5
Paya Lebar,2013,Aug,7,11.6,31.3
Paya Lebar,2013,Aug,8,12.9,44.3
Paya Lebar,2013,Aug,9,9.2,24.1
Paya Lebar,2013,Aug,10,10.8,40.7
Paya Lebar,2013,Aug,11,8.1,46.4
Paya Lebar,2013,Aug,12,9.4,27.7
Paya Lebar,2013,Aug,13,10,38.9
Paya Lebar,2013,Aug,14,9,27.7
Paya Lebar,2013,Aug,15,13.5,31.3
Paya Lebar,2013,Aug,16,14.1,33.5
Paya Lebar,2013,Aug,17,6.8,25.9
Paya Lebar,2013,Aug,18,4.2,14.8
Paya Lebar,2013,Aug,19,5.6,20.5
Paya Lebar,2013,Aug,20,4,20.5
Paya Lebar,2013,Aug,21,5.4,16.6
Paya Lebar,2013,Aug,22,5.7,16.6
Paya Lebar,2013,Aug,23,6.1,16.6
Paya Lebar,2013,Aug,24,6.1,16.6
Paya Lebar,2013,Aug,25,7.6,18.4
Paya Lebar,2013,Aug,26,5.8,16.6
Paya Lebar,2013,Aug,27,11.7,31.3
Paya Lebar,2013,Aug,28,10.4,48.2
Paya Lebar,2013,Aug,29,9,40.7
Paya Lebar,2013,Aug,30,9.1,42.5
Paya Lebar,2013,Aug,31,8.9,27.7
Paya Lebar,2013,Sep,1,8.8,33.5
Paya Lebar,2013,Sep,2,9.1,31.3
Paya Lebar,2013,Sep,3,6.8,25.9
Paya Lebar,2013,Sep,4,8.7,37.1
Paya Lebar,2013,Sep,5,8.5,27.7
Paya Lebar,2013,Sep,6,9.6,27.7
Paya Lebar,2013,Sep,7,8.3,27.7
Paya Lebar,2013,Sep,8,9.1,27.7
Paya Lebar,2013,Sep,9,10.3,29.5
Paya Lebar,2013,Sep,10,7,37.1
Paya Lebar,2013,Sep,11,5.1,14.8
Paya Lebar,2013,Sep,12,10.1,35.3
Paya Lebar,2013,Sep,13,10.3,38.9
Paya Lebar,2013,Sep,14,11.4,38.9
Paya Lebar,2013,Sep,15,8.7,40.7
Paya Lebar,2013,Sep,16,8.7,24.1
Paya Lebar,2013,Sep,17,8.9,31.3
Paya Lebar,2013,Sep,18,11.1,31.3
Paya Lebar,2013,Sep,19,13.2,38.9
Paya Lebar,2013,Sep,20,15,31.3
Paya Lebar,2013,Sep,21,16.1,37.1
Paya Lebar,2013,Sep,22,15.8,35.3
Paya Lebar,2013,Sep,23,13.8,29.5
Paya Lebar,2013,Sep,24,15.2,38.9
Paya Lebar,2013,Sep,25,8.1,48.2
Paya Lebar,2013,Sep,26,8.4,50
Paya Lebar,2013,Sep,27,10.7,27.7
Paya Lebar,2013,Sep,28,8.2,33.5
Paya Lebar,2013,Sep,29,9.3,44.3
Paya Lebar,2013,Sep,30,11.1,29.5
Paya Lebar,2013,Oct,1,11.8,33.5
Paya Lebar,2013,Oct,2,9.7,37.1
Paya Lebar,2013,Oct,3,7.8,25.9
Paya Lebar,2013,Oct,4,12.6,31.3
Paya Lebar,2013,Oct,5,11.4,35.3
Paya Lebar,2013,Oct,6,12.8,55.4
Paya Lebar,2013,Oct,7,10.3,29.5
Paya Lebar,2013,Oct,8,11.7,31.3
Paya Lebar,2013,Oct,9,8.4,27.7
Paya Lebar,2013,Oct,10,8.9,25.9
Paya Lebar,2013,Oct,11,10.2,31.3
Paya Lebar,2013,Oct,12,9.3,40.7
Paya Lebar,2013,Oct,13,10.8,29.5
Paya Lebar,2013,Oct,14,10.8,35.3
Paya Lebar,2013,Oct,15,12.6,33.5
Paya Lebar,2013,Oct,16,10.9,33.5
Paya Lebar,2013,Oct,17,11.3,31.3
Paya Lebar,2013,Oct,18,12.9,38.9
Paya Lebar,2013,Oct,19,7.1,31.3
Paya Lebar,2013,Oct,20,8.3,44.3
Paya Lebar,2013,Oct,21,8.1,22.3
Paya Lebar,2013,Oct,22,9.9,27.7
Paya Lebar,2013,Oct,23,10.3,29.5
Paya Lebar,2013,Oct,24,8.2,22.3
Paya Lebar,2013,Oct,25,9.7,24.1
Paya Lebar,2013,Oct,26,10.1,29.5
Paya Lebar,2013,Oct,27,9.2,46.4
Paya Lebar,2013,Oct,28,7.4,33.5
Paya Lebar,2013,Oct,29,10.4,33.5
Paya Lebar,2013,Oct,30,8.5,27.7
Paya Lebar,2013,Oct,31,8,25.9
Paya Lebar,2013,Nov,1,7.2,31.3
Paya Lebar,2013,Nov,2,5.6,24.1
Paya Lebar,2013,Nov,3,6.5,25.9
Paya Lebar,2013,Nov,4,8.8,31.3
Paya Lebar,2013,Nov,5,11,44.3
Paya Lebar,2013,Nov,6,8.2,27.7
Paya Lebar,2013,Nov,7,8.7,27.7
Paya Lebar,2013,Nov,8,7.5,25.9
Paya Lebar,2013,Nov,9,4.1,18.4
Paya Lebar,2013,Nov,10,5.4,27.7
Paya Lebar,2013,Nov,11,7.2,27.7
Paya Lebar,2013,Nov,12,4.1,37.1
Paya Lebar,2013,Nov,13,7.5,20.5
Paya Lebar,2013,Nov,14,6.4,24.1
Paya Lebar,2013,Nov,15,8.7,27.7
Paya Lebar,2013,Nov,16,9,48.2
Paya Lebar,2013,Nov,17,8.2,24.1
Paya Lebar,2013,Nov,18,11.3,40.7
Paya Lebar,2013,Nov,19,7.1,42.5
Paya Lebar,2013,Nov,20,9.7,33.5
Paya Lebar,2013,Nov,21,10,33.5
Paya Lebar,2013,Nov,22,5.7,20.5
Paya Lebar,2013,Nov,23,4.8,48.2
Paya Lebar,2013,Nov,24,6.7,50
Paya Lebar,2013,Nov,25,8.6,42.5
Paya Lebar,2013,Nov,26,7.3,40.7
Paya Lebar,2013,Nov,27,7.9,37.1
Paya Lebar,2013,Nov,28,5.9,27.7
Paya Lebar,2013,Nov,29,6.9,25.9
Paya Lebar,2013,Nov,30,9.8,31.3
Paya Lebar,2013,Dec,1,11.4,27.7
Paya Lebar,2013,Dec,2,7.5,22.3
Paya Lebar,2013,Dec,3,6.6,22.3
Paya Lebar,2013,Dec,4,8.4,29.5
Paya Lebar,2013,Dec,5,8.7,25.9
Paya Lebar,2013,Dec,6,5.3,42.5
Paya Lebar,2013,Dec,7,7.5,22.3
Paya Lebar,2013,Dec,8,9.3,25.9
Paya Lebar,2013,Dec,9,6.7,22.3
Paya Lebar,2013,Dec,10,6.2,31.3
Paya Lebar,2013,Dec,11,8.8,31.3
Paya Lebar,2013,Dec,12,10.3,40.7
Paya Lebar,2013,Dec,13,12.7,27.7
Paya Lebar,2013,Dec,14,8.8,33.5
Paya Lebar,2013,Dec,15,9,37.1
Paya Lebar,2013,Dec,16,9.1,40.7
Paya Lebar,2013,Dec,17,8.5,25.9
Paya Lebar,2013,Dec,18,9.7,33.5
Paya Lebar,2013,Dec,19,12.5,33.5
Paya Lebar,2013,Dec,20,8.9,33.5
Paya Lebar,2013,Dec,21,16.5,35.3
Paya Lebar,2013,Dec,22,16.9,40.7
Paya Lebar,2013,Dec,23,18,37.1
Paya Lebar,2013,Dec,24,18.4,46.4
Paya Lebar,2013,Dec,25,15.9,40.7
Paya Lebar,2013,Dec,26,13.9,31.3
Paya Lebar,2013,Dec,27,17.9,38.9
Paya Lebar,2013,Dec,28,18.4,42.5
Paya Lebar,2013,Dec,29,15.4,35.3
Paya Lebar,2013,Dec,30,17.5,37.1
Paya Lebar,2013,Dec,31,15.3,38.9
Changi,2014,Jan,1,10,29.9
Changi,2014,Jan,2,11.9,36
Changi,2014,Jan,3,9.7,33.1
Changi,2014,Jan,4,6.4,25.9
Changi,2014,Jan,5,6.8,25.6
Changi,2014,Jan,6,6.1,25.6
Changi,2014,Jan,7,8.1,33.5
Changi,2014,Jan,8,9,34.9
Changi,2014,Jan,9,5.1,25.2
Changi,2014,Jan,10,5.3,19.1
Changi,2014,Jan,11,9.6,34.6
Changi,2014,Jan,12,9.4,34.9
Changi,2014,Jan,13,14.6,40
Changi,2014,Jan,14,11.4,37.4
Changi,2014,Jan,15,14,35.6
Changi,2014,Jan,16,14.1,34.2
Changi,2014,Jan,17,12.7,37.1
Changi,2014,Jan,18,14.2,40
Changi,2014,Jan,19,11.5,37.1
Changi,2014,Jan,20,11.7,38.2
Changi,2014,Jan,21,11.8,40.7
Changi,2014,Jan,22,10.8,34.9
Changi,2014,Jan,23,13.4,41.4
Changi,2014,Jan,24,13.5,36
Changi,2014,Jan,25,12.4,31.3
Changi,2014,Jan,26,12.4,32.4
Changi,2014,Jan,27,14.5,37.1
Changi,2014,Jan,28,15.4,39.6
Changi,2014,Jan,29,15.3,42.8
Changi,2014,Jan,30,12.2,38.9
Changi,2014,Jan,31,15.1,37.8
Changi,2014,Feb,1,11.8,36.7
Changi,2014,Feb,2,11.4,35.6
Changi,2014,Feb,3,11.3,32
Changi,2014,Feb,4,12.1,33.8
Changi,2014,Feb,5,13.1,34.2
Changi,2014,Feb,6,11.8,33.8
Changi,2014,Feb,7,11.6,28.1
Changi,2014,Feb,8,11.6,28.4
Changi,2014,Feb,9,10.3,24.8
Changi,2014,Feb,10,10.6,27
Changi,2014,Feb,11,13.2,32.8
Changi,2014,Feb,12,14.5,37.8
Changi,2014,Feb,13,14.4,41
Changi,2014,Feb,14,13.7,38.2
Changi,2014,Feb,15,15.9,39.6
Changi,2014,Feb,16,15.3,40.3
Changi,2014,Feb,17,15.5,33.5
Changi,2014,Feb,18,14.1,34.9
Changi,2014,Feb,19,12.2,33.1
Changi,2014,Feb,20,16.3,37.8
Changi,2014,Feb,21,18.3,42.8
Changi,2014,Feb,22,16.6,39.2
Changi,2014,Feb,23,13.5,41.4
Changi,2014,Feb,24,15.7,40
Changi,2014,Feb,25,13.8,40
Changi,2014,Feb,26,15,40.7
Changi,2014,Feb,27,15.7,41.4
Changi,2014,Feb,28,15.2,41.4
Changi,2014,Mar,1,14.8,38.9
Changi,2014,Mar,2,12.6,36
Changi,2014,Mar,3,12,36
Changi,2014,Mar,4,13.5,36.4
Changi,2014,Mar,5,12.9,39.2
Changi,2014,Mar,6,11.8,38.2
Changi,2014,Mar,7,11.2,32.4
Changi,2014,Mar,8,13,36.4
Changi,2014,Mar,9,14.5,42.1
Changi,2014,Mar,10,15.7,41.4
Changi,2014,Mar,11,14.4,35.3
Changi,2014,Mar,12,16,37.4
Changi,2014,Mar,13,13.5,38.9
Changi,2014,Mar,14,13,41
Changi,2014,Mar,15,12.4,35.3
Changi,2014,Mar,16,6.6,40.7
Changi,2014,Mar,17,8.9,36
Changi,2014,Mar,18,8.9,33.1
Changi,2014,Mar,19,7.6,29.9
Changi,2014,Mar,20,7,28.4
Changi,2014,Mar,21,8,24.1
Changi,2014,Mar,22,11.7,31.7
Changi,2014,Mar,23,11.1,32
Changi,2014,Mar,24,11.5,32.8
Changi,2014,Mar,25,13,37.1
Changi,2014,Mar,26,11.5,36.7
Changi,2014,Mar,27,10.9,30.6
Changi,2014,Mar,28,10.8,34.9
Changi,2014,Mar,29,8.3,34.2
Changi,2014,Mar,30,9.1,32.4
Changi,2014,Mar,31,10.5,36.4
Changi,2014,Apr,1,7.5,25.9
Changi,2014,Apr,2,8.6,33.1
Changi,2014,Apr,3,11,43.2
Changi,2014,Apr,4,7.4,33.1
Changi,2014,Apr,5,5.4,28.1
Changi,2014,Apr,6,10.4,34.6
Changi,2014,Apr,7,7.6,43.2
Changi,2014,Apr,8,6.9,27.7
Changi,2014,Apr,9,7.2,37.1
Changi,2014,Apr,10,6.2,29.2
Changi,2014,Apr,11,6.1,34.6
Changi,2014,Apr,12,5,24.1
Changi,2014,Apr,13,8.3,30.6
Changi,2014,Apr,14,7.7,30.2
Changi,2014,Apr,15,7.9,33.1
Changi,2014,Apr,16,6.1,23.4
Changi,2014,Apr,17,6.9,25.6
Changi,2014,Apr,18,6.4,29.2
Changi,2014,Apr,19,8.1,28.8
Changi,2014,Apr,20,7.4,32
Changi,2014,Apr,21,5.3,39.6
Changi,2014,Apr,22,6.8,40.3
Changi,2014,Apr,23,8.8,32.8
Changi,2014,Apr,24,8.2,27.4
Changi,2014,Apr,25,7.5,33.8
Changi,2014,Apr,26,6.6,28.4
Changi,2014,Apr,27,6,30.2
Changi,2014,Apr,28,5.9,25.2
Changi,2014,Apr,29,5.1,35.3
Changi,2014,Apr,30,6.6,26.6
Changi,2014,May,1,6.2,29.9
Changi,2014,May,2,8,27
Changi,2014,May,3,10.3,29.2
Changi,2014,May,4,8,31.7
Changi,2014,May,5,9.5,37.8
Changi,2014,May,6,9.7,35.3
Changi,2014,May,7,5.9,32
Changi,2014,May,8,4.4,30.2
Changi,2014,May,9,7.2,22
Changi,2014,May,10,8.1,32
Changi,2014,May,11,6.3,37.8
Changi,2014,May,12,5.9,35.3
Changi,2014,May,13,5.9,27
Changi,2014,May,14,6.8,31.3
Changi,2014,May,15,6.6,25.2
Changi,2014,May,16,6.4,42.5
Changi,2014,May,17,5.6,29.5
Changi,2014,May,18,4.5,28.4
Changi,2014,May,19,6.9,30.6
Changi,2014,May,20,6.1,29.5
Changi,2014,May,21,5.4,26.6
Changi,2014,May,22,8.2,30.6
Changi,2014,May,23,5.3,27
Changi,2014,May,24,9.8,34.6
Changi,2014,May,25,8.4,30.6
Changi,2014,May,26,6.9,34.2
Changi,2014,May,27,6.5,29.9
Changi,2014,May,28,7.3,27
Changi,2014,May,29,5.4,31
Changi,2014,May,30,5.9,33.8
Changi,2014,May,31,7.4,39.2
Changi,2014,Jun,1,7.9,42.1
Changi,2014,Jun,2,6,24.5
Changi,2014,Jun,3,10.5,27.7
Changi,2014,Jun,4,6.6,30.2
Changi,2014,Jun,5,6.3,32
Changi,2014,Jun,6,6.9,39.6
Changi,2014,Jun,7,12.1,36.4
Changi,2014,Jun,8,9.7,32.4
Changi,2014,Jun,9,7,36.4
Changi,2014,Jun,10,6.3,27.4
Changi,2014,Jun,11,7.6,28.8
Changi,2014,Jun,12,9.1,60.5
Changi,2014,Jun,13,8.2,31.7
Changi,2014,Jun,14,5.8,46.4
Changi,2014,Jun,15,6.8,24.1
Changi,2014,Jun,16,8.7,30.2
Changi,2014,Jun,17,11.8,28.8
Changi,2014,Jun,18,8.1,43.9
Changi,2014,Jun,19,8.1,38.5
Changi,2014,Jun,20,10.6,27.7
Changi,2014,Jun,21,9,28.4
Changi,2014,Jun,22,6.6,25.2
Changi,2014,Jun,23,6.1,28.1
Changi,2014,Jun,24,7.8,32.4
Changi,2014,Jun,25,8.2,32
Changi,2014,Jun,26,9.3,39.6
Changi,2014,Jun,27,7.4,37.8
Changi,2014,Jun,28,6.4,27
Changi,2014,Jun,29,5.7,31.7
Changi,2014,Jun,30,6.9,35.3
Changi,2014,Jul,1,5.9,27.7
Changi,2014,Jul,2,8,34.9
Changi,2014,Jul,3,6.6,29.5
Changi,2014,Jul,4,5.8,44.3
Changi,2014,Jul,5,5.8,37.1
Changi,2014,Jul,6,5.7,37.8
Changi,2014,Jul,7,6.6,38.2
Changi,2014,Jul,8,7,41.4
Changi,2014,Jul,9,7.9,59.8
Changi,2014,Jul,10,9.9,34.9
Changi,2014,Jul,11,6.6,27.4
Changi,2014,Jul,12,5.8,31.3
Changi,2014,Jul,13,10,27.4
Changi,2014,Jul,14,9.2,28.1
Changi,2014,Jul,15,12.8,30.2
Changi,2014,Jul,16,10.8,30.6
Changi,2014,Jul,17,7.3,27
Changi,2014,Jul,18,9.9,32.8
Changi,2014,Jul,19,9.8,46.4
Changi,2014,Jul,20,9.2,30.6
Changi,2014,Jul,21,11.2,35.6
Changi,2014,Jul,22,12.6,35.3
Changi,2014,Jul,23,11,33.1
Changi,2014,Jul,24,11.5,33.5
Changi,2014,Jul,25,11.4,33.5
Changi,2014,Jul,26,13.8,35.6
Changi,2014,Jul,27,8.6,31.3
Changi,2014,Jul,28,8.4,38.9
Changi,2014,Jul,29,9.7,70.6
Changi,2014,Jul,30,8.7,37.1
Changi,2014,Jul,31,7,27.7
Changi,2014,Aug,1,7.5,27.7
Changi,2014,Aug,2,11.2,32
Changi,2014,Aug,3,6.8,29.9
Changi,2014,Aug,4,9.4,36
Changi,2014,Aug,5,6.7,38.9
Changi,2014,Aug,6,6.6,39.2
Changi,2014,Aug,7,7.1,52.9
Changi,2014,Aug,8,8.1,41
Changi,2014,Aug,9,14,42.1
Changi,2014,Aug,10,9.8,32.4
Changi,2014,Aug,11,8.4,35.3
Changi,2014,Aug,12,6.1,31.7
Changi,2014,Aug,13,5.9,21.2
Changi,2014,Aug,14,7.1,23.8
Changi,2014,Aug,15,5.4,40.3
Changi,2014,Aug,16,8.6,30.2
Changi,2014,Aug,17,11.2,29.9
Changi,2014,Aug,18,11.9,46.8
Changi,2014,Aug,19,8.6,36
Changi,2014,Aug,20,8.7,32.8
Changi,2014,Aug,21,8.5,29.5
Changi,2014,Aug,22,15.2,37.8
Changi,2014,Aug,23,11.7,31.3
Changi,2014,Aug,24,6.5,32.4
Changi,2014,Aug,25,6.3,44.6
Changi,2014,Aug,26,6.3,33.8
Changi,2014,Aug,27,6.9,38.2
Changi,2014,Aug,28,5.8,32
Changi,2014,Aug,29,6.6,34.6
Changi,2014,Aug,30,8.9,27.4
Changi,2014,Aug,31,10.8,38.9
Changi,2014,Sep,1,13.3,34.6
Changi,2014,Sep,2,8.7,30.6
Changi,2014,Sep,3,6.4,33.8
Changi,2014,Sep,4,6.9,22
Changi,2014,Sep,5,7.6,34.2
Changi,2014,Sep,6,9.2,45.7
Changi,2014,Sep,7,6.5,24.8
Changi,2014,Sep,8,7.7,27
Changi,2014,Sep,9,10,33.1
Changi,2014,Sep,10,9.4,38.9
Changi,2014,Sep,11,9.4,40.3
Changi,2014,Sep,12,11.2,38.5
Changi,2014,Sep,13,9.4,38.9
Changi,2014,Sep,14,7.4,30.6
Changi,2014,Sep,15,10.2,38.9
Changi,2014,Sep,16,15.6,43.9
Changi,2014,Sep,17,13.4,37.8
Changi,2014,Sep,18,12.8,40.7
Changi,2014,Sep,19,12.6,33.5
Changi,2014,Sep,20,8.9,61.9
Changi,2014,Sep,21,6,28.4
Changi,2014,Sep,22,14.6,38.9
Changi,2014,Sep,23,13.8,35.3
Changi,2014,Sep,24,12.1,61.6
Changi,2014,Sep,25,6.6,49
Changi,2014,Sep,26,8.2,30.2
Changi,2014,Sep,27,10.7,39.6
Changi,2014,Sep,28,11.4,32.4
Changi,2014,Sep,29,11.4,28.4
Changi,2014,Sep,30,9.5,40.7
Changi,2014,Oct,1,11.9,33.1
Changi,2014,Oct,2,10.3,24.8
Changi,2014,Oct,3,12.2,42.1
Changi,2014,Oct,4,8.6,37.1
Changi,2014,Oct,5,8.7,36.4
Changi,2014,Oct,6,8.9,28.4
Changi,2014,Oct,7,13.4,32.8
Changi,2014,Oct,8,8.6,25.2
Changi,2014,Oct,9,12,33.1
Changi,2014,Oct,10,12.3,28.1
Changi,2014,Oct,11,7.5,33.8
Changi,2014,Oct,12,7.9,25.6
Changi,2014,Oct,13,7.6,32.8
Changi,2014,Oct,14,6.7,29.2
Changi,2014,Oct,15,8.8,30.6
Changi,2014,Oct,16,5.8,31.3
Changi,2014,Oct,17,7.8,37.8
Changi,2014,Oct,18,7.3,29.2
Changi,2014,Oct,19,6.5,30.6
Changi,2014,Oct,20,9.2,33.5
Changi,2014,Oct,21,5.2,25.6
Changi,2014,Oct,22,3.7,15.8
Changi,2014,Oct,23,6,28.1
Changi,2014,Oct,24,8.4,28.8
Changi,2014,Oct,25,9.5,28.8
Changi,2014,Oct,26,10.6,35.3
Changi,2014,Oct,27,5.8,34.2
Changi,2014,Oct,28,5,19.4
Changi,2014,Oct,29,8.9,34.2
Changi,2014,Oct,30,6.9,29.5
Changi,2014,Oct,31,5.4,37.4
Changi,2014,Nov,1,5.1,28.4
Changi,2014,Nov,2,7.3,26.6
Changi,2014,Nov,3,7.2,29.5
Changi,2014,Nov,4,10,29.5
Changi,2014,Nov,5,7.4,37.1
Changi,2014,Nov,6,5.8,27.4
Changi,2014,Nov,7,5.8,33.1
Changi,2014,Nov,8,7.4,49.7
Changi,2014,Nov,9,5.8,28.4
Changi,2014,Nov,10,6.7,32.8
Changi,2014,Nov,11,5.1,28.8
Changi,2014,Nov,12,5,36
Changi,2014,Nov,13,6,50.8
Changi,2014,Nov,14,7.9,32.4
Changi,2014,Nov,15,6.2,33.8
Changi,2014,Nov,16,4.9,24.8
Changi,2014,Nov,17,8,40.7
Changi,2014,Nov,18,5,15.8
Changi,2014,Nov,19,7.5,27
Changi,2014,Nov,20,7.7,27.7
Changi,2014,Nov,21,5.6,33.8
Changi,2014,Nov,22,6.8,26.3
Changi,2014,Nov,23,5.4,29.2
Changi,2014,Nov,24,5.8,24.8
Changi,2014,Nov,25,6.1,28.4
Changi,2014,Nov,26,5.5,23.8
Changi,2014,Nov,27,7.6,27.4
Changi,2014,Nov,28,6.7,29.5
Changi,2014,Nov,29,5.5,28.1
Changi,2014,Nov,30,5.9,27.7
Changi,2014,Dec,1,4.3,49.7
Changi,2014,Dec,2,4.6,21.6
Changi,2014,Dec,3,5.8,21.6
Changi,2014,Dec,4,4.9,28.4
Changi,2014,Dec,5,7.8,24.1
Changi,2014,Dec,6,5.7,42.1
Changi,2014,Dec,7,5.3,34.6
Changi,2014,Dec,8,6.3,26.6
Changi,2014,Dec,9,9.4,30.6
Changi,2014,Dec,10,10.2,32
Changi,2014,Dec,11,9.3,32.4
Changi,2014,Dec,12,11.2,35.6
Changi,2014,Dec,13,10.1,33.8
Changi,2014,Dec,14,9.5,28.1
Changi,2014,Dec,15,9.1,36
Changi,2014,Dec,16,6,17.3
Changi,2014,Dec,17,6.7,31.3
Changi,2014,Dec,18,10.4,31.3
Changi,2014,Dec,19,5.8,24.5
Changi,2014,Dec,20,6.2,32.4
Changi,2014,Dec,21,7.1,34.6
Changi,2014,Dec,22,5.4,22
Changi,2014,Dec,23,5.7,21.6
Changi,2014,Dec,24,7.2,28.8
Changi,2014,Dec,25,4.8,20.5
Changi,2014,Dec,26,6.3,28.8
Changi,2014,Dec,27,6.3,32.4
Changi,2014,Dec,28,7.4,27
Changi,2014,Dec,29,9.7,37.1
Changi,2014,Dec,30,7.8,32
Changi,2014,Dec,31,9.7,32
Marina Barrage,2014,Jan,1,9.7,32
Marina Barrage,2014,Jan,2,9.6,31.3
Marina Barrage,2014,Jan,3,9,29.5
Marina Barrage,2014,Jan,4,5,27.4
Marina Barrage,2014,Jan,5,7.4,31
Marina Barrage,2014,Jan,6,5.6,44.3
Marina Barrage,2014,Jan,7,6.1,22
Marina Barrage,2014,Jan,8,9.3,34.6
Marina Barrage,2014,Jan,9,5.6,27.7
Marina Barrage,2014,Jan,10,4.7,20.5
Marina Barrage,2014,Jan,11,9.8,36.4
Marina Barrage,2014,Jan,12,11,37.4
Marina Barrage,2014,Jan,13,12.7,36.7
Marina Barrage,2014,Jan,14,11.2,38.2
Marina Barrage,2014,Jan,15,11.2,33.8
Marina Barrage,2014,Jan,16,12.4,35.6
Marina Barrage,2014,Jan,17,14.6,39.2
Marina Barrage,2014,Jan,18,13.5,45
Marina Barrage,2014,Jan,19,11.7,37.1
Marina Barrage,2014,Jan,20,13.7,37.8
Marina Barrage,2014,Jan,21,13.2,35.6
Marina Barrage,2014,Jan,22,12.9,34.6
Marina Barrage,2014,Jan,23,12.7,36.4
Marina Barrage,2014,Jan,24,12.8,45.4
Marina Barrage,2014,Jan,25,10.6,32.8
Marina Barrage,2014,Jan,26,10.2,33.5
Marina Barrage,2014,Jan,27,12.5,37.4
Marina Barrage,2014,Jan,28,11.9,34.2
Marina Barrage,2014,Jan,29,12.9,36.4
Marina Barrage,2014,Jan,30,12,37.4
Marina Barrage,2014,Jan,31,12.5,34.6
Marina Barrage,2014,Feb,1,11.2,32.8
Marina Barrage,2014,Feb,2,9.9,34.9
Marina Barrage,2014,Feb,3,8.4,25.9
Marina Barrage,2014,Feb,4,8.5,24.8
Marina Barrage,2014,Feb,5,10,29.2
Marina Barrage,2014,Feb,6,9.7,29.5
Marina Barrage,2014,Feb,7,9.1,27
Marina Barrage,2014,Feb,8,7.6,23.8
Marina Barrage,2014,Feb,9,7.4,23
Marina Barrage,2014,Feb,10,6.6,25.6
Marina Barrage,2014,Feb,11,10,31
Marina Barrage,2014,Feb,12,10.8,35.6
Marina Barrage,2014,Feb,13,11.6,34.6
Marina Barrage,2014,Feb,14,11.4,35.6
Marina Barrage,2014,Feb,15,12.6,34.6
Marina Barrage,2014,Feb,16,11,31.3
Marina Barrage,2014,Feb,17,11.6,34.6
Marina Barrage,2014,Feb,18,10.4,33.1
Marina Barrage,2014,Feb,19,9.2,28.4
Marina Barrage,2014,Feb,20,11.7,35.6
Marina Barrage,2014,Feb,21,13,38.5
Marina Barrage,2014,Feb,22,14.3,44.3
Marina Barrage,2014,Feb,23,11.1,37.1
Marina Barrage,2014,Feb,24,11.8,36.4
Marina Barrage,2014,Feb,25,11.5,31.7
Marina Barrage,2014,Feb,26,12,36.4
Marina Barrage,2014,Feb,27,12.4,39.2
Marina Barrage,2014,Feb,28,11.2,36.7
Marina Barrage,2014,Mar,1,10.2,32.4
Marina Barrage,2014,Mar,2,8.6,24.1
Marina Barrage,2014,Mar,3,8.4,27.4
Marina Barrage,2014,Mar,4,9.5,37.4
Marina Barrage,2014,Mar,5,10.6,32
Marina Barrage,2014,Mar,6,9.3,34.9
Marina Barrage,2014,Mar,7,9.7,31.7
Marina Barrage,2014,Mar,8,9.6,28.8
Marina Barrage,2014,Mar,9,11,33.1
Marina Barrage,2014,Mar,10,10.9,37.1
Marina Barrage,2014,Mar,11,12.6,34.9
Marina Barrage,2014,Mar,12,11.1,34.6
Marina Barrage,2014,Mar,13,8.5,28.1
Marina Barrage,2014,Mar,14,9.2,35.6
