Week,Year,Title,Studio,Weekly Gross,Theater Count
46,2017,American Made,Uni.,193585,160
46,2017,Despicable Me 3,Uni.,164480,172
46,2017,Happy Death Day,Uni.,295810,265
46,2017,Lady Bird,A24,3157525,741
46,2017,Murder on the Orient Express (2017),Fox,17703638,3214
46,2017,"Roman J. Israel, Esq.",Sony,74000,1648
46,2017,Thank You for Your Service (2017),Uni.,124630,172
46,2017,The Florida Project,A24,380908,167
46,2017,The Killing of a Sacred Deer,A24,250219,67
46,2017,The Star,Sony,12521000,2837
46,2017,Thor: Ragnarok,BV,27616830,3281
46,2017,"Three Billboards Outside Ebbing, Missouri",FoxS,1334775,590
46,2017,Victoria and Abdul,Focus,284785,188
45,2017,1945,Men.,27036,2
45,2017,78/52: Hitchcock's Shower Scene,IFC,4871,10
45,2017,A Bad Moms Christmas,STX,15658529,3587
45,2017,A Beautiful Planet,Imax,61147,12
45,2017,A Question Of Faith,PFR,85927,30
45,2017,Aida's Secrets,MBox,9151,6
45,2017,All the Queen's Horses,Argo.,9521,1
45,2017,American Made,Uni.,614520,419
45,2017,Bad Grandmas,PDF,4380,4
45,2017,Bad Lucky Goat,FM,1379,2
45,2017,Battle of the Sexes,FoxS,132525,103
45,2017,Bill Nye: Science Guy,PBS,15056,1
45,2017,Blade of the Immortal,Magn.,30034,28
45,2017,Blade Runner 2049,WB,2059166,863
45,2017,Born to Be Wild (IMAX),WB,3639,5
45,2017,BPM (Beats Per Minute),Orch.,19585,20
45,2017,Breathe (2017),BST,32357,32
45,2017,Brimstone and Glory,Osci.,4262,5
45,2017,Charged,Gathr,1658,2
45,2017,Chasing the Dragon,WGUSA,2337,1
45,2017,Chavela,MBox,3235,3
45,2017,City of Rock,WGUSA,4985,2
45,2017,Columbus,INDEP,5438,8
45,2017,Daddy's Home 2,Par.,35776447,3575
45,2017,Dawson City: Frozen Time,KL,256,1
45,2017,Dealt,IFC,4760,8
45,2017,Despicable Me 3,Uni.,240265,195
45,2017,Dina,Orch.,6134,8
45,2017,Dolores,PBS,12379,6
45,2017,Dreamboat,Strand,576,1
45,2017,Dunkirk,WB,80403,65
45,2017,Ex Libris: The New York Public Library,Zipp.,2163,3
45,2017,Faces Places,Cohen,52625,20
45,2017,Felicite,Strand,1679,2
45,2017,Flatliners (2017),Sony,33578,67
45,2017,Frank Serpico,IFC,889,2
45,2017,Friend Request,ENTMP,611,2
45,2017,Genesis: Paradise Lost,Fathom,1443926,419
45,2017,Geostorm,WB,2180270,1685
45,2017,God's Own Country,Orion,59255,7
45,2017,Goodbye Christopher Robin,FoxS,273348,196
45,2017,Happy Death Day,Uni.,1531585,1564
45,2017,Hubble 3D,WB,7741,2
45,2017,Human Flow,Magn.,45108,23
45,2017,Il Boom (2017 re-release),Rialto,1643,1
45,2017,Intent to Destroy,Abr.,12842,3
45,2017,Irving Berlin's Holiday Inn The Broadway,Fathom,144550,395
45,2017,Island of Lemurs: Madagascar (IMAX),WB,11232,2
45,2017,It,WB (NL),563417,578
45,2017,Jane (2017),Abr.,301965,96
45,2017,Jigsaw,LGF,4446140,2651
45,2017,Journey to the South Pacific,Imax,993,2
45,2017,Just One Drop,Gathr,1742,1
45,2017,Kidnap (2017),Aviron,7626,10
45,2017,Kingsman: The Golden Circle,Fox,563408,421
45,2017,Lady Bird,A24,1640395,37
45,2017,Last Flag Flying,LGF,219878,32
45,2017,LBJ,Electric,693442,608
45,2017,Leap!,Wein.,95461,110
45,2017,Let there be Light,ADC,1551096,774
45,2017,Lost in Paris,Osci.,1820,1
45,2017,Loving Vincent,Good Deed,818741,218
45,2017,Lucky (2017),Magn.,49755,48
45,2017,Maigret Sets a Trap (2017 re-release),KL,629,1
45,2017,Manolo: The Boy Who Made Shoes for Lizards,MBox,493,1
45,2017,Mark Felt: The Man Who Brought Down the White House,SPC,16176,16
45,2017,Marshall,ORF,578492,601
45,2017,Maudie,SPC,1232,2
45,2017,Murder on the Orient Express (2017),Fox,37928362,3341
45,2017,My Friend Dahmer,FR,267468,45
45,2017,My Little Pony: The Movie,LGF,592721,592
45,2017,No Greater Love,ADC,27361,22
45,2017,Novitiate,SPC,2390010,29
45,2017,Only The Brave,Sony,1288963,1207
45,2017,Paradise (2017),FM,591,1
45,2017,Pokemon the Movie: I Choose You!,Fathom,657849,789
45,2017,Professor Marston & the Wonder Women,Annapurna,9242,11
45,2017,Rat Film,CGld,960,1
45,2017,Rebels on Pointe,Icar.,1539,1
45,2017,Rumble: The Indians Who Rocked The World,KL,3356,2
45,2017,Same Kind of Different as Me,PFR,265353,296
45,2017,Score: A Film Music Documentary,Grav.,995,2
45,2017,Shakespeare Wallah (re-issue),Cohen,4650,1
45,2017,Song of Granite,Osci.,1134,1
45,2017,Space Station 3-D (IMAX),Imax,2416,2
45,2017,Spider-Man: Homecoming,Sony,79244,117
45,2017,Stronger,RAtt.,19253,21
45,2017,Suburbicon,Par.,111751,281
45,2017,Take Every Wave: The Life of Liard Hamilton,IFC,4571,4
45,2017,TCM Presents Casablanca 75th Anniversary,Fathom,1024560,725
45,2017,Thank You for Your Service (2017),Uni.,1131980,1348
45,2017,The Challenge (2017),KL,696,2
45,2017,The Emoji Movie,Sony,91269,124
45,2017,The Florida Project,A24,747215,229
45,2017,The Force (2017),KL,706,2
45,2017,The Foreigner,STX,1076366,737
45,2017,The Killing of a Sacred Deer,A24,684602,238
45,2017,The King's Choice,Gold.,3290,4
45,2017,The LEGO Ninjago Movie,WB,960981,771
45,2017,The Mountain Between Us,Fox,380221,403
45,2017,The Paris Opera,FM,5811,3
45,2017,The Sacrifice (2017 re-release),KL,1011,2
45,2017,The Snowman,Uni.,48050,85
45,2017,The Square,Magn.,232107,51
45,2017,The Stray,Purd.,22905,34
45,2017,The Teacher,FM,831,2
45,2017,Thelma,Orch.,16206,1
45,2017,Thor: Ragnarok,BV,70606463,4080
45,2017,"Three Billboards Outside Ebbing, Missouri",FoxS,434225,4
45,2017,Time to Die,FM,204,1
45,2017,Tom of Finland,KL,24020,11
45,2017,Tragedy Girls,G&S,7445,12
45,2017,Tulip Fever,Wein.,6664,1
45,2017,Tyler Perry's Boo 2! A Madea Halloween,LGF,2327877,1900
45,2017,Under the Sea 3D,WB,4661,5
45,2017,Victoria and Abdul,Focus,987511,637
45,2017,Wait For Your Laugh,Vita.,10992,5
45,2017,Walk With Me,Gathr,34376,27
45,2017,Walking Out,IFC,5141,11
45,2017,War for the Planet of the Apes,Fox,21625,30
45,2017,Wind River,Wein.,47591,86
45,2017,Wonderstruck,RAtt.,340681,261
44,2017,1945,Men.,32006,2
44,2017,30 Years of Garbage: The Garbage Pail Kids Story,Indic.,350,1
44,2017,78/52: Hitchcock's Shower Scene,IFC,5161,11
44,2017,A Bad Moms Christmas,STX,23837520,3615
44,2017,A Beautiful Planet,Imax,42588,14
44,2017,A Question Of Faith,PFR,20676,25
44,2017,Aida's Secrets,MBox,16537,7
44,2017,All I See is You,ORF,9284,53
44,2017,American Assassin,LGF,113568,159
44,2017,American Made,Uni.,1123060,663
44,2017,American Satan,Sumerian,3888,11
44,2017,Bad Grandmas,PDF,4160,1
44,2017,Bad Lucky Goat,FM,576,1
44,2017,Battle of the Sexes,FoxS,252615,158
44,2017,Bill Nye: Science Guy,PBS,759,1
44,2017,Blade of the Immortal,Magn.,80581,31
44,2017,Blade Runner 2049,WB,3370167,1464
44,2017,Born to Be Wild (IMAX),WB,6247,8
44,2017,BPM (Beats Per Minute),Orch.,16633,5
44,2017,Breathe (2017),BST,66030,58
44,2017,Brimstone and Glory,Osci.,3104,4
44,2017,Bugs,KL,319,1
44,2017,Charged,Gathr,1821,2
44,2017,Chasing the Dragon,WGUSA,3960,1
44,2017,Chavela,MBox,5470,4
44,2017,City of Rock,WGUSA,10666,3
44,2017,Columbus,INDEP,9359,10
44,2017,Dawson City: Frozen Time,KL,262,1
44,2017,Dealt,IFC,13555,6
44,2017,Deep Sea 3D (IMAX),WB,1691,1
44,2017,Despicable Me 3,Uni.,273270,194
44,2017,Dina,Orch.,19934,24
44,2017,Dolores,PBS,9389,9
44,2017,Dreamboat,Strand,3405,1
44,2017,Dunkirk,WB,68018,65
44,2017,Ex Libris: The New York Public Library,Zipp.,2369,6
44,2017,Faces Places,Cohen,73463,28
44,2017,Felicite,Strand,1753,1
44,2017,Flatliners (2017),Sony,68117,104
44,2017,Frank Serpico,IFC,3290,1
44,2017,Friend Request,ENTMP,662,7
44,2017,Galapagos (IMAX),Imax,503,1
44,2017,Geostorm,WB,4343551,2666
44,2017,God's Own Country,Orion,30488,4
44,2017,Good Time,A24,3060,1
44,2017,Goodbye Christopher Robin,FoxS,536953,262
44,2017,Happy Death Day,Uni.,3488100,2184
44,2017,Home Again,ORF,27126,63
44,2017,Hubble 3D,WB,6173,2
44,2017,Human Flow,Magn.,70988,35
44,2017,Island of Lemurs: Madagascar (IMAX),WB,10572,3
44,2017,It,WB (NL),1306400,1081
44,2017,Jane (2017),Abr.,308145,55
44,2017,Jigsaw,LGF,8797622,2941
44,2017,Journey to the South Pacific,Imax,852,1
44,2017,Just One Drop,Gathr,8479,6
44,2017,Kidnap (2017),Aviron,10163,14
44,2017,Kills on Wheels,KL,1429,1
44,2017,Kingsman: The Golden Circle,Fox,1127356,802
44,2017,Lady Bird,A24,532080,4
44,2017,Last Flag Flying,LGF,69773,4
44,2017,LBJ,Electric,1575946,659
44,2017,Leap!,Wein.,104478,110
44,2017,Let there be Light,ADC,2432538,642
44,2017,Logan Lucky,BST,8800,23
44,2017,Loving Vincent,Good Deed,975744,205
44,2017,Lucky (2017),Magn.,92222,67
44,2017,Machines,KL,548,1
44,2017,Maigret Sets a Trap (2017 re-release),KL,486,1
44,2017,Man from Outerspace,Indic.,1361,1
44,2017,Manolo: The Boy Who Made Shoes for Lizards,MBox,1308,1
44,2017,Mansfield 66/67,FB,5725,12
44,2017,Mark Felt: The Man Who Brought Down the White House,SPC,38928,44
44,2017,Marshall,ORF,723589,514
44,2017,Maudie,SPC,1365,3
44,2017,My Friend Dahmer,FR,53207,4
44,2017,My Little Pony: The Movie,LGF,752690,785
44,2017,Night of the Living Dead (2017 4k Restoration),Jan.,2869,1
44,2017,Novitiate,SPC,76251,16
44,2017,Only The Brave,Sony,2743449,2073
44,2017,Paradise (2017),FM,1053,1
44,2017,Paradise Club,Indic.,2446,2
44,2017,Pokemon the Movie: I Choose You!,Fathom,1743873,0
44,2017,Professor Marston & the Wonder Women,Annapurna,16251,27
44,2017,Rat Film,CGld,1127,2
44,2017,Ribbons,Indic.,1450,2
44,2017,Rumble: The Indians Who Rocked The World,KL,1891,2
44,2017,Same Kind of Different as Me,PFR,660962,524
44,2017,So B. It,Good Deed,1089,1
44,2017,Space Station 3-D (IMAX),Imax,1314,4
44,2017,Spider-Man: Homecoming,Sony,106778,144
44,2017,Stronger,RAtt.,16446,35
44,2017,Suburbicon,Par.,1766857,2046
44,2017,Take Every Wave: The Life of Liard Hamilton,IFC,7253,7
44,2017,Thank You for Your Service (2017),Uni.,3115660,2083
44,2017,The Challenge (2017),KL,1000,1
44,2017,The Departure,Mats.,5981,7
44,2017,The Emoji Movie,Sony,103691,133
44,2017,The Florida Project,A24,896934,189
44,2017,The Foreigner,STX,2295139,1456
44,2017,The Killing of a Sacred Deer,A24,576254,86
44,2017,The King's Choice,Gold.,7280,5
44,2017,The Last Dalai Lama?,Mats.,810,1
44,2017,The LEGO Ninjago Movie,WB,1003837,835
44,2017,The Mountain Between Us,Fox,681134,716
44,2017,The Nile Hilton Incident,Strand,231,1
44,2017,The Paris Opera,FM,8138,6
44,2017,The Snowman,Uni.,249435,524
44,2017,The Square,Magn.,185627,21
44,2017,The Stray,Purd.,19318,23
44,2017,The Teacher,FM,411,2
44,2017,The Women's Balcony,Men.,5368,5
44,2017,The Wound,KL,715,1
44,2017,Thor: Ragnarok,BV,154989707,4080
44,2017,Til Death Do Us Part,NN,16409,17
44,2017,Time to Die,FM,1402,2
44,2017,Tom of Finland,KL,40410,10
44,2017,Tragedy Girls,G&S,12555,22
44,2017,Tulip Fever,Wein.,396,4
44,2017,Tyler Perry's Boo 2! A Madea Halloween,LGF,5542040,2202
44,2017,Under the Sea 3D,WB,2967,4
44,2017,Viceroy's House,IFC,2705,4
44,2017,Victoria and Abdul,Focus,1807985,796
44,2017,Wait For Your Laugh,Vita.,17556,2
44,2017,Walk With Me,Gathr,56477,38
44,2017,Walking Out,IFC,13998,18
44,2017,War for the Planet of the Apes,Fox,34761,46
44,2017,Wind River,Wein.,78200,105
44,2017,Wonder Woman,WB,12466,30
44,2017,Wonderstruck,RAtt.,310691,121
43,2017,1945,Men.,5953,2
43,2017,30 Years of Garbage: The Garbage Pail Kids Story,Indic.,743,1
43,2017,78/52: Hitchcock's Shower Scene,IFC,11525,22
43,2017,A Bad Moms Christmas,STX,4526106,3615
43,2017,A Beautiful Planet,Imax,61752,18
43,2017,A Question Of Faith,PFR,34146,46
43,2017,Aida's Secrets,MBox,36019,9
43,2017,All I See is You,ORF,208360,283
43,2017,American Assassin,LGF,99605,175
43,2017,American Made,Uni.,2374635,1376
43,2017,American Satan,Sumerian,25458,43
43,2017,Annabelle: Creation,WB (NL),47454,126
43,2017,Battle of the Sexes,FoxS,432633,270
43,2017,Bending the Arc,Abr.,1817,2
43,2017,Bill Nye: Science Guy,PBS,7677,1
43,2017,Blade Runner 2049,WB,5800345,2421
43,2017,Born to Be Wild (IMAX),WB,10298,10
43,2017,BPM (Beats Per Minute),Orch.,13466,4
43,2017,Breathe (2017),BST,88486,148
43,2017,Brimstone and Glory,Osci.,3248,1
43,2017,Bronx Gothic,Ghop,2540,4
43,2017,Bugs,KL,40,2
43,2017,Captain Underpants: The First Epic Movie,Fox,17143,4
43,2017,Cars 3,BV,53065,83
43,2017,Chasing the Dragon,WGUSA,11640,2
43,2017,Chavela,MBox,11321,9
43,2017,City of Rock,WGUSA,18659,4
43,2017,Columbus,INDEP,17782,19
43,2017,Daughter of the Nile (re-issue),Cohen,2640,1
43,2017,Dawson City: Frozen Time,KL,522,1
43,2017,Dealt,IFC,4021,3
43,2017,Despicable Me 3,Uni.,235450,210
43,2017,Dina,Orch.,14301,19
43,2017,Dolores,PBS,5198,11
43,2017,Dunkirk,WB,89572,108
43,2017,Escapes,Ghop,1696,2
43,2017,Ex Libris: The New York Public Library,Zipp.,6786,7
43,2017,Faces Places,Cohen,121496,42
43,2017,Felicite,Strand,3249,1
43,2017,Flatliners (2017),Sony,178909,240
43,2017,Frank Serpico,IFC,2622,1
43,2017,Friend Request,ENTMP,7739,32
43,2017,Geostorm,WB,7856973,3246
43,2017,God's Own Country,Orion,27952,2
43,2017,Good Time,A24,2060,1
43,2017,Goodbye Christopher Robin,FoxS,503349,198
43,2017,Happy Death Day,Uni.,6857980,3413
43,2017,Hermia & Helena,KL,48,1
43,2017,Home Again,ORF,57941,126
43,2017,Hubble 3D,WB,7361,5
43,2017,Human Flow,Magn.,101123,36
43,2017,I'll Push You,Fathom,378899,557
43,2017,Island of Lemurs: Madagascar (IMAX),WB,7505,3
43,2017,It,WB (NL),3513232,2560
43,2017,Jane (2017),Abr.,207984,25
43,2017,Jigsaw,LGF,22136471,2941
43,2017,Journey to the South Pacific,Imax,1116,1
43,2017,Just One Drop,Gathr,2733,3
43,2017,Kedi,Osci.,23101,36
43,2017,Kidnap (2017),Aviron,15635,27
43,2017,Kingsman: The Golden Circle,Fox,2175174,1232
43,2017,Kirk Cameron REVIVE US 2,Fathom,222554,731
43,2017,Leap!,Wein.,31165,62
43,2017,Let there be Light,ADC,2392356,373
43,2017,Little Shop of Horrors: The Director's Cut,Fathom,233865,511
43,2017,Logan Lucky,BST,15981,45
43,2017,Lost in Paris,Osci.,1133,5
43,2017,Loving Vincent,Good Deed,784583,161
43,2017,Lucky (2017),Magn.,147440,105
43,2017,Maigret Sets a Trap (2017 re-release),KL,1976,1
43,2017,Man from Outerspace,Indic.,2035,2
43,2017,Manolo: The Boy Who Made Shoes for Lizards,MBox,342,1
43,2017,Mansfield 66/67,FB,8426,2
43,2017,Marjorie Prime,FR,2578,1
43,2017,Mark Felt: The Man Who Brought Down the White House,SPC,137134,184
43,2017,Marshall,ORF,1276468,821
43,2017,Maudie,SPC,888,2
43,2017,May It Last: A Portrait Of The Avett Brothers,Osci.,5051,10
43,2017,My Little Pony: The Movie,LGF,1234543,1682
43,2017,Night of the Living Dead (2017 4k Restoration),Jan.,39999,8
43,2017,Nocturama,Ghop,2811,3
43,2017,Novitiate,SPC,34595,3
43,2017,Only The Brave,Sony,4890410,2577
43,2017,Paradise (2017),FM,500,2
43,2017,Paradise Club,Indic.,1525,1
43,2017,Professor Marston & the Wonder Women,Annapurna,82956,181
43,2017,Rat Film,CGld,3902,1
43,2017,Rebel in the Rye,IFC,1886,5
43,2017,Ribbons,Indic.,1102,1
43,2017,Rumble: The Indians Who Rocked The World,KL,1181,2
43,2017,RV: Resurrected Victims,WGUSA,3609,4
43,2017,Same Kind of Different as Me,PFR,1782135,1238
43,2017,So B. It,Good Deed,3086,3
43,2017,Space Station 3-D (IMAX),Imax,1432,4
43,2017,Spettacolo,Ghop,1814,3
43,2017,Spider-Man: Homecoming,Sony,128876,181
43,2017,Spirited Away (Fathom Event),Fathom,1196791,632
43,2017,Stronger,RAtt.,20617,43
43,2017,Suburbicon,Par.,3896570,2046
43,2017,Take Every Wave: The Life of Liard Hamilton,IFC,7941,10
43,2017,Thank You for Your Service (2017),Uni.,5094730,2054
43,2017,The Boss Baby,Fox,1372,2
43,2017,The Departure,Mats.,364,1
43,2017,The Emoji Movie,Sony,120440,171
43,2017,The Florida Project,A24,753170,145
43,2017,The Force (2017),KL,823,1
43,2017,The Foreigner,STX,4780665,2505
43,2017,The Fortress,CJ,54729,27
43,2017,The Hitman's Bodyguard,LG/S,99973,147
43,2017,The Killing of a Sacred Deer,A24,336004,33
43,2017,The King's Choice,Gold.,8554,5
43,2017,The LEGO Ninjago Movie,WB,1535073,1474
43,2017,The Mountain Between Us,Fox,1772944,1586
43,2017,The Old Dark House (2017 re-issue),Cohen,25678,1
43,2017,The Paris Opera,FM,14728,9
43,2017,The Sacrifice (2017 re-release),KL,3702,1
43,2017,The Snowman,Uni.,1786695,1650
43,2017,The Square,Magn.,105456,4
43,2017,The Stray,Purd.,50821,74
43,2017,The Teacher,FM,1328,3
43,2017,The Unknown Girl,IFC,1749,4
43,2017,The Work,Orch.,5853,2
43,2017,Til Death Do Us Part,NN,38360,41
43,2017,Time to Die,FM,13,1
43,2017,Tom of Finland,KL,34581,8
43,2017,Tragedy Girls,G&S,18741,18
43,2017,Tulip Fever,Wein.,7805,17
43,2017,Tyler Perry's Boo 2! A Madea Halloween,LGF,12786780,2388
43,2017,Under the Sea 3D,WB,3028,2
43,2017,Viceroy's House,IFC,6111,7
43,2017,Victoria and Abdul,Focus,2554480,1007
43,2017,Walk With Me,Gathr,16726,12
43,2017,Walking Out,IFC,14715,26
43,2017,War for the Planet of the Apes,Fox,48585,58
43,2017,Wind River,Wein.,53177,80
43,2017,Wonder Woman,WB,16863,55
43,2017,Wonderstruck,RAtt.,182237,42
42,2017,30 Years of Garbage: The Garbage Pail Kids Story,Indic.,1712,2
42,2017,4 Days in France,CGld,317,1
42,2017,78/52: Hitchcock's Shower Scene,IFC,9848,4
42,2017,A Beautiful Planet,Imax,53441,17
42,2017,A Question Of Faith,PFR,58903,72
42,2017,Aida's Secrets,MBox,10192,1
42,2017,All Saints,Sony,21063,55
42,2017,American Assassin,LGF,227335,312
42,2017,American Made,Uni.,4463465,2559
42,2017,American Satan,Sumerian,45833,50
42,2017,Annabelle: Creation,WB (NL),78350,138
42,2017,Battle of the Sexes,FoxS,832646,545
42,2017,Beach Rats,Neon,2485,4
42,2017,Bending the Arc,Abr.,4275,3
42,2017,Better Watch Out,WGUSA,1922,1
42,2017,Blade Runner 2049,WB,10570582,3203
42,2017,Born to Be Wild (IMAX),WB,6891,7
42,2017,BPM (Beats Per Minute),Orch.,15444,2
42,2017,Brad's Status,Annapurna,10492,17
42,2017,Breathe (2017),BST,256051,315
42,2017,Bugs,KL,553,3
42,2017,Captain Underpants: The First Epic Movie,Fox,349,2
42,2017,Cars 3,BV,77817,94
42,2017,Charged,Gathr,2088,2
42,2017,Chasing the Dragon,WGUSA,21690,3
42,2017,Chavela,MBox,32518,13
42,2017,City of Rock,WGUSA,30735,6
42,2017,Columbus,INDEP,22840,22
42,2017,Dealt,IFC,5465,1
42,2017,Despicable Me 3,Uni.,246515,337
42,2017,Dina,Orch.,24897,20
42,2017,Disney Junior HalloVeen Party,Fathom,359745,396
42,2017,Dolores,PBS,9663,15
42,2017,Dunkirk,WB,160056,188
42,2017,Ex Libris: The New York Public Library,Zipp.,18639,7
42,2017,Faces Places,Cohen,78703,26
42,2017,Flatliners (2017),Sony,390748,535
42,2017,Friend Request,ENTMP,13884,40
42,2017,Geostorm,WB,17878368,3246
42,2017,God's Own Country,Orion,6141,1
42,2017,Good Time,A24,5246,2
42,2017,Goodbye Christopher Robin,FoxS,223531,61
42,2017,Happy Death Day,Uni.,11986160,3298
42,2017,Home Again,ORF,76563,126
42,2017,Hubble 3D,WB,9892,2
42,2017,Human Flow,Magn.,142226,29
42,2017,In Pursuit of Silence,CGld,770,1
42,2017,Ingrid Goes West,Neon,805,4
42,2017,Island of Lemurs: Madagascar (IMAX),WB,11181,1
42,2017,It,WB (NL),4630586,2560
42,2017,Jane (2017),Abr.,80028,3
42,2017,Journey to the South Pacific,Imax,1740,2
42,2017,Just One Drop,Gathr,6265,2
42,2017,Kidnap (2017),Aviron,26188,32
42,2017,Kills on Wheels,KL,14239,1
42,2017,Kingsman: The Golden Circle,Fox,4119946,2318
42,2017,Kirk Cameron REVIVE US 2,Fathom,496053,731
42,2017,Leap!,Wein.,69302,116
42,2017,Logan Lucky,BST,35560,70
42,2017,Lost in Paris,Osci.,4066,2
42,2017,Loving Vincent,Good Deed,733298,115
42,2017,Lucky (2017),Magn.,199890,111
42,2017,Machines,KL,548,1
42,2017,Maigret Sets a Trap (2017 re-release),KL,5437,1
42,2017,Man from Outerspace,Indic.,2313,2
42,2017,Manolo: The Boy Who Made Shoes for Lizards,MBox,4966,2
42,2017,Marjorie Prime,FR,1278,1
42,2017,Mark Felt: The Man Who Brought Down the White House,SPC,271079,332
42,2017,Marshall,ORF,2092310,821
42,2017,Maudie,SPC,7360,7
42,2017,Moka,FM,3032,1
42,2017,mother!,Par.,99957,106
42,2017,My Little Pony: The Movie,LGF,2494409,2301
42,2017,Night of the Living Dead (2017 4k Restoration),Jan.,37498,8
42,2017,Only The Brave,Sony,8490057,2577
42,2017,Paradise (2017),FM,3411,2
42,2017,Paradise Club,Indic.,1298,2
42,2017,Polina,Osci.,1147,1
42,2017,Pop Aye,KL,1758,3
42,2017,Professor Marston & the Wonder Women,Annapurna,391987,959
42,2017,Rat Film,CGld,1283,1
42,2017,Rebel in the Rye,IFC,5116,8
42,2017,Ribbons,Indic.,1923,2
42,2017,Rumble: The Indians Who Rocked The World,KL,8221,7
42,2017,RV: Resurrected Victims,WGUSA,16765,11
42,2017,Same Kind of Different as Me,PFR,3524285,1362
42,2017,Saving Brinton,BOP,3942,3
42,2017,School Life,Magn.,570,4
42,2017,Signature Move,Newcity,1392,2
42,2017,So B. It,Good Deed,9554,13
42,2017,Spider-Man: Homecoming,Sony,206645,209
42,2017,Stronger,RAtt.,49616,84
42,2017,Super Dark Times,Orch.,179,1
42,2017,Take Every Wave: The Life of Liard Hamilton,IFC,50735,31
42,2017,Te Ata,Pala.,1742,4
42,2017,The Boss Baby,Fox,1696,2
42,2017,The Challenge (2017),KL,43,1
42,2017,The Departure,Mats.,4030,6
42,2017,The Emoji Movie,Sony,167576,186
42,2017,The Fencer,CFI,232,1
42,2017,The Florida Project,A24,871150,112
42,2017,The Force (2017),KL,637,1
42,2017,The Foreigner,STX,8223065,2515
42,2017,The Fortress,CJ,117285,27
42,2017,The Hitman's Bodyguard,LG/S,152015,172
42,2017,The Killing of a Sacred Deer,A24,170921,4
42,2017,The King's Choice,Gold.,11216,9
42,2017,The Last Dalai Lama?,Mats.,2807,3
42,2017,The LEGO Ninjago Movie,WB,2700248,2102
42,2017,The Midwife,MBox,1590,2
42,2017,The Mountain Between Us,Fox,3942958,3151
42,2017,The Paris Opera,FM,13782,4
42,2017,The Sacrifice (2017 re-release),KL,10676,1
42,2017,The Snowman,Uni.,4586585,1812
42,2017,The Stray,Purd.,133449,139
42,2017,The Teacher,FM,782,1
42,2017,The Trip to Spain,IFC,12239,10
42,2017,The Unknown Girl,IFC,1148,5
42,2017,The Villainess,WGUSA,185,1
42,2017,Til Death Do Us Part,NN,86904,96
42,2017,Time to Die,FM,386,1
42,2017,Tom of Finland,KL,42664,5
42,2017,Tragedy Girls,G&S,17822,2
42,2017,Trophy,Orch.,188,1
42,2017,Tulip Fever,Wein.,4701,6
42,2017,Tyler Perry's Boo 2! A Madea Halloween,LGF,25521643,2388
42,2017,Una,EF,5423,6
42,2017,Under the Sea 3D,WB,1415,3
42,2017,Viceroy's House,IFC,20013,13
42,2017,Victoria and Abdul,Focus,3389705,1060
42,2017,Walk With Me,Gathr,54907,38
42,2017,Walking Out,IFC,23531,32
42,2017,War for the Planet of the Apes,Fox,61349,73
42,2017,WASTED! The Story of Food Waste,Super,7346,10
42,2017,Wind River,Wein.,84661,121
42,2017,Wonder Woman,WB,32337,84
42,2017,Wonderstruck,RAtt.,87114,4
41,2017,30 Years of Garbage: The Garbage Pail Kids Story,Indic.,884,1
41,2017,4 Days in France,CGld,86,1
41,2017,47 Meters Down,ENTMP,448,1
41,2017,78/52: Hitchcock's Shower Scene,IFC,6259,1
41,2017,A Beautiful Planet,Imax,54899,18
41,2017,A Question Of Faith,PFR,226303,228
41,2017,A Taxi Driver,WGUSA,11,1
41,2017,All Saints,Sony,19135,39
41,2017,American Assassin,LGF,726657,820
41,2017,American Made,Uni.,7611870,3098
41,2017,American Satan,Sumerian,162529,55
41,2017,Annabelle: Creation,WB (NL),148904,202
41,2017,Baby Driver,TriS,29134,48
41,2017,Bad Lucky Goat,FM,1144,4
41,2017,Battle of the Sexes,FoxS,1843688,1394
41,2017,Beach Rats,Neon,5796,8
41,2017,Bending the Arc,Abr.,9005,3
41,2017,Better Watch Out,WGUSA,1890,4
41,2017,Blade Runner 2049,WB,21371816,4058
41,2017,Bobbi Jene,Osci.,1024,3
41,2017,Born to Be Wild (IMAX),WB,7829,9
41,2017,Brad's Status,Annapurna,33730,39
41,2017,Breathe (2017),BST,27864,4
41,2017,Brigsby Bear,SPC,315,2
41,2017,Bugs,KL,520,3
41,2017,California Typewriter,Grav.,2936,6
41,2017,Captain Underpants: The First Epic Movie,Fox,3292,38
41,2017,Cars 3,BV,114709,119
41,2017,Charged,Gathr,3421,3
41,2017,Chasing the Dragon,WGUSA,55393,17
41,2017,Chavela,MBox,38575,14
41,2017,City of Rock,WGUSA,68149,22
41,2017,Columbus,INDEP,37679,34
41,2017,Dawson City: Frozen Time,KL,2935,5
41,2017,Demons,Uncork'd,229,1
41,2017,Despicable Me 3,Uni.,303545,266
41,2017,Dina,Orch.,17166,4
41,2017,Dolores,PBS,48152,33
41,2017,Dunkirk,WB,230658,268
41,2017,Earth: One Amazing Day,BBC,1752,2
41,2017,Ex Libris: The New York Public Library,Zipp.,17922,15
41,2017,Faces Places,Cohen,67597,25
41,2017,Flatliners (2017),Sony,2067080,1983
41,2017,For Ahkeem,Vita.,18996,3
41,2017,Friend Request,ENTMP,11863,50
41,2017,Good Time,A24,2374,2
41,2017,Goodbye Christopher Robin,FoxS,79505,9
41,2017,Happy Death Day,Uni.,31309365,3149
41,2017,Hermia & Helena,KL,1049,1
