Week,Year,Title,Studio,Weekly Gross,Theater Count
37,2011,X-Men: First Class,Fox,23943,36
37,2011,Zindagi Na Milegi Dobara,Eros,3934,100
37,2011,Zookeeper,Sony,459158,348
36,2011,30 Minutes or Less,Sony,738874,646
36,2011,5 Days of War,Anch.,541,1
36,2011,Aarakshan (Reservation),Relbig.,1132,2
36,2011,After,N/A,11381,1
36,2011,Amigo,Vari.,11361,7
36,2011,Another Earth,FoxS,33867,41
36,2011,Apollo 18,W/Dim.,3700455,3330
36,2011,Attack the Block,SGem,81575,51
36,2011,Bad Teacher,Sony,84300,96
36,2011,"Beats, Rhymes & Life: The Travels of a Tribe Called Quest",SPC,13566,16
36,2011,Bellflower,Osci.,11641,9
36,2011,Bill Cunningham New York,Zeit.,10617,3
36,2011,Bodyguard,Relbig.,246746,88
36,2011,Bol,Eros,36019,38
36,2011,Born to Be Wild (IMAX),WB,143806,49
36,2011,Bride Flight,MBox,3482,5
36,2011,Bridesmaids,Uni.,227535,197
36,2011,Brighton Rock,IFC,26601,13
36,2011,Buck,IFC,59026,78
36,2011,Bucky Larson: Born to Be a Star,Sony,1936064,1500
36,2011,Burke and Hare,IFC,1587,1
36,2011,Captain America: The First Avenger,Par.,1123564,804
36,2011,Cars 2,BV,229880,353
36,2011,Circumstance,RAtt.,79047,23
36,2011,City of Life and Death,Kino,878,3
36,2011,Colombiana,TriS,5268526,2354
36,2011,Conan the Barbarian (2011),LGF,445292,551
36,2011,Contagion,WB,29712091,3222
36,2011,CornerStore,STP,1365,1
36,2011,Cowboys & Aliens,Uni.,1085600,920
36,2011,"Crazy, Stupid, Love.",WB,2921030,1310
36,2011,Creature (2011),BD,508714,1507
36,2011,Detective Dee and the Mystery of the Phantom Flame,IM,32726,3
36,2011,Don't Be Afraid of the Dark,FD,2825153,2251
36,2011,El Bulli: Cooking in Progress,AM,3294,8
36,2011,Everything Must Go,RAtt.,1006,4
36,2011,Farmageddon,KMP,601,2
36,2011,Film Socialisme,Lorb.,483,1
36,2011,Final Destination 5,WB (NL),726709,655
36,2011,Four Adventures of Reinette and Mirabelle (2011 re-release),FDesk,1558,1
36,2011,Friends with Benefits,SGem,113485,114
36,2011,Fright Night (2011),BV,311597,435
36,2011,Gainsbourg: A Heroic Life,MBox,37765,6
36,2011,Galapagos (IMAX),Imax,132,2
36,2011,Glee The 3D Concert Movie,Fox,10566,19
36,2011,Granito: How to Nail a Dictator,ICir,2399,1
36,2011,Green Lantern,WB,147266,155
36,2011,Gun Hill Road,MFG,1581,1
36,2011,Harry Potter and the Deathly Hallows Part 2,WB,1377022,810
36,2011,Higher Ground,SPC,159240,56
36,2011,Horrible Bosses,WB (NL),849171,503
36,2011,How to Live Forever,Vari.,445,1
36,2011,Hubble 3D,WB,85316,31
36,2011,I'm Glad My Mother is Alive,Strand,2119,1
36,2011,Incendies (U.S. only),SPC,8320,6
36,2011,Jig,Scre.,11218,5
36,2011,Kevin Hart: Laugh at My Pain,Code,2407506,98
36,2011,Kung Fu Panda 2,P/DW,151979,164
36,2011,Le Rayon Vert (Summer),FDesk,1257,2
36,2011,Life in a Day,NGE,13024,7
36,2011,"Life, Above All",SPC,4068,10
36,2011,Littlerock,Vari.,2722,2
36,2011,Love Crime,IFC,59614,10
36,2011,Love in Space,CL,19726,16
36,2011,Magic Trip,Magn.,19055,18
36,2011,Magnificent Desolation (IMAX),Imax,6485,1
36,2011,Main Street,Magn.,2560,1
36,2011,Mere Brother Ki Dulhan,Yash,496172,74
36,2011,Midnight in Paris,SPC,603944,350
36,2011,Monte Carlo,Fox,124526,69
36,2011,Mozart's Sister,MBox,36588,12
36,2011,Mr. Popper's Penguins,Fox,193072,226
36,2011,My Kingdom (2011),CL,23333,20
36,2011,My Perestroika,ICir,858,1
36,2011,Mysteries of Lisbon,MBox,1346,2
36,2011,Nine Nation Animation,Shorts,854,2
36,2011,Nostalgia for the Light,Icar.,1844,1
36,2011,One Day,Focus,562712,492
36,2011,Our Idiot Brother,Wein.,3718410,2396
36,2011,Over Your Cities Grass Will Grow,AM,921,2
36,2011,Page One: A Year Inside the New York Times,Magn.,4842,8
36,2011,Passione,Abr.,1749,1
36,2011,Pianomania,FRun,130,1
36,2011,Pirates of the Caribbean: On Stranger Tides,BV,122318,150
36,2011,Point Blank,Magn.,48203,28
36,2011,Project Nim,RAtt.,8849,10
36,2011,Rapt,Lorb.,1007,1
36,2011,Rebirth,Osci.,3492,4
36,2011,Resurrect Dead: The Mystery of the Toynbee Tiles,Argo.,12171,1
36,2011,Rise of the Planet of the Apes,Fox,5032575,2887
36,2011,Sarah's Key,Wein.,586957,306
36,2011,Saving Private Perez,LGF,315248,165
36,2011,Sea Rex 3D: Journey to a Prehistoric World,3D,35554,12
36,2011,Senna,PDA,132992,40
36,2011,Seven Days in Utopia,Visio,932489,437
36,2011,Sex and Zen 3D: Extreme Ecstasy,CL,8231,6
36,2011,Shaolin,Vari.,26926,10
36,2011,Shark Night 3D,Rela.,4244522,2848
36,2011,Sholem Aleichem: Laughing in the Darkness,ICir,31583,17
36,2011,Singham,Relbig.,213,1
36,2011,Snow Flower and the Secret Fan,FoxS,5273,8
36,2011,Space Station 3-D (IMAX),Imax,16995,1
36,2011,Spy Kids: All the Time in the World,W/Dim.,2795781,2544
36,2011,Super 8,Par.,190388,203
36,2011,Tabloid,IFC,10590,13
36,2011,Tanner Hall,Anch.,4690,5
36,2011,Terri,ATO,21041,17
36,2011,The Autobiography of Nicolae Ceausescu,FDesk,7357,1
36,2011,The Black Power Mix Tape: 1967-1975,IFC,26249,2
36,2011,The Change-Up,Uni.,448845,374
36,2011,The Conspirator,RAtt.,32,1
36,2011,The Debt,Focus,6524844,1874
36,2011,The Devil's Double,LGF,33400,33
36,2011,The Future,RAtt.,27743,26
36,2011,The Guard,SPC,597115,203
36,2011,The Hangover Part II,WB,36699,60
36,2011,The Hedgehog,NeoC,77231,18
36,2011,The Help,BV,12525096,2935
36,2011,The Interrupters,CGld,20837,10
36,2011,The Last Circus,Magn.,3121,4
36,2011,The Man Who Fell to Earth (35th anniversary re-issue),Rialto,6676,3
36,2011,The Mill and the Cross,KC,4089,1
36,2011,The Music Never Stopped,RAtt.,354,1
36,2011,The Names of Love,MBox,25714,20
36,2011,The Robber,Kino,1087,3
36,2011,The Smurfs,Sony,2141768,1977
36,2011,The Tree,Zeit.,4187,3
36,2011,The Tree of Life,FoxS,72003,62
36,2011,The Trip (2011),IFC,19533,28
36,2011,The Whale,Pala.,7087,2
36,2011,The Whistleblower,Gold.,84616,59
36,2011,Transformers: Dark of the Moon,P/DW,237640,177
36,2011,Trollhunter,Magn.,1763,2
36,2011,"Tuesday, After Christmas",Lorb.,4521,1
36,2011,Turtle: The Incredible Journey,Hann.,4965,2
36,2011,Under the Sea 3D,WB,17452,10
36,2011,Warrior,LGF,7142300,1869
36,2011,Where Soldiers Come From,ICir,3138,2
36,2011,Winnie the Pooh,BV,133186,247
36,2011,"Women, Art, Revolution",Zeit.,338,1
36,2011,X-Men: First Class,Fox,54941,67
36,2011,Zindagi Na Milegi Dobara,Eros,6032,100
36,2011,Zookeeper,Sony,529378,343
35,2011,30 Minutes or Less,Sony,2741191,1355
35,2011,5 Days of War,Anch.,5180,6
35,2011,A Good Old Fashioned Orgy,Gold.,200227,143
35,2011,Aarakshan (Reservation),Relbig.,10113,12
35,2011,Amigo,Vari.,26751,10
35,2011,Another Earth,FoxS,101342,71
35,2011,Apollo 18,W/Dim.,12087954,3328
35,2011,Attack the Block,SGem,151554,66
35,2011,Bad Teacher,Sony,679661,986
35,2011,"Beats, Rhymes & Life: The Travels of a Tribe Called Quest",SPC,13217,9
35,2011,Beginners,Focus,61863,34
35,2011,Bellflower,Osci.,9411,5
35,2011,Bill Cunningham New York,Zeit.,7483,2
35,2011,Bodyguard,Relbig.,1169344,88
35,2011,Bol,Eros,109326,38
35,2011,Born to Be Wild (IMAX),WB,330092,49
35,2011,Bride Flight,MBox,9757,10
35,2011,Bridesmaids,Uni.,414665,220
35,2011,Brighton Rock,IFC,45396,13
35,2011,Buck,IFC,84906,73
35,2011,Captain America: The First Avenger,Par.,2914836,1050
35,2011,Cars 2,BV,1970302,2043
35,2011,Circumstance,RAtt.,59266,11
35,2011,Colombiana,TriS,11216584,2614
35,2011,Conan O'Brien Can't Stop,Abr.,2731,3
35,2011,Conan the Barbarian (2011),LGF,2399426,1722
35,2011,CornerStore,STP,4476,2
35,2011,Cowboys & Aliens,Uni.,2832711,1185
35,2011,"Crazy, Stupid, Love.",WB,5045357,1450
35,2011,Crime After Crime,LSF,7028,3
35,2011,Deep Sea 3D (IMAX),WB,2732,2
35,2011,Detective Dee and the Mystery of the Phantom Flame,IM,78474,3
35,2011,Don't Be Afraid of the Dark,FD,7393569,2780
35,2011,El Bulli: Cooking in Progress,AM,9097,6
35,2011,Everything Must Go,RAtt.,1081,4
35,2011,Film Socialisme,Lorb.,3758,1
35,2011,Final Destination 5,WB (NL),2155772,1226
35,2011,Friends with Benefits,SGem,279399,161
35,2011,Fright Night (2011),BV,1872320,1468
35,2011,Gainsbourg: A Heroic Life,MBox,43523,3
35,2011,Galapagos (IMAX),Imax,589,2
35,2011,Glee The 3D Concert Movie,Fox,81583,64
35,2011,Green Lantern,WB,285404,185
35,2011,Gun Hill Road,MFG,3143,3
35,2011,Harry Potter and the Deathly Hallows Part 2,WB,3952118,1092
35,2011,Higher Ground,SPC,146297,17
35,2011,Horrible Bosses,WB (NL),1055307,422
35,2011,Hubble 3D,WB,149327,29
35,2011,I'm Glad My Mother is Alive,Strand,5575,1
35,2011,In a Better World,SPC,810,1
35,2011,Incendies (U.S. only),SPC,15655,8
35,2011,Insidious,FD,16475,4
35,2011,Jig,Scre.,4004,1
35,2011,Kung Fu Panda 2,P/DW,518083,305
35,2011,Le Quattro Volte,Lorb.,216,1
35,2011,Le Rayon Vert (Summer),FDesk,911,1
35,2011,Life in a Day,NGE,10855,9
35,2011,"Life, Above All",SPC,3880,6
35,2011,Little Girl (La Pivellina),FRun,1048,1
35,2011,Littlerock,Vari.,6826,3
35,2011,Love Crime,IFC,57044,5
35,2011,Magic Trip,Magn.,23694,11
35,2011,Magnificent Desolation (IMAX),Imax,12214,1
35,2011,Midnight in Paris,SPC,1069234,402
35,2011,Monte Carlo,Fox,30697,41
35,2011,Mozart's Sister,MBox,20747,7
35,2011,Mr. Popper's Penguins,Fox,417446,252
35,2011,Mysteries of Lisbon,MBox,2303,1
35,2011,One Day,Focus,2074687,1187
35,2011,Our Idiot Brother,Wein.,8423665,2555
35,2011,Over Your Cities Grass Will Grow,AM,5389,1
35,2011,Page One: A Year Inside the New York Times,Magn.,12397,7
35,2011,Passione,Abr.,5312,3
35,2011,Pirates of the Caribbean: On Stranger Tides,BV,284933,186
35,2011,Poetry,Kino,583,1
35,2011,Point Blank,Magn.,101607,33
35,2011,Project Nim,RAtt.,16466,15
35,2011,Rapt,Lorb.,3446,2
35,2011,Rebirth,Osci.,6074,1
35,2011,Redemption Road,Free,4137,10
35,2011,Resurrect Dead: The Mystery of the Toynbee Tiles,Argo.,7618,1
35,2011,Rio,Fox,17207,25
35,2011,Rise of the Planet of the Apes,Fox,11736138,3193
35,2011,Road to Nowhere,Mont.,106,2
35,2011,Sarah's Key,Wein.,1041173,319
35,2011,Saving Private Perez,LGF,927267,161
35,2011,Sea Rex 3D: Journey to a Prehistoric World,3D,50047,10
35,2011,Senna,PDA,267444,47
35,2011,Seven Days in Utopia,Visio,2100344,561
35,2011,Sex and Zen 3D: Extreme Ecstasy,CL,24440,9
35,2011,Shark Night 3D,Rela.,11264179,2806
35,2011,Sholem Aleichem: Laughing in the Darkness,ICir,49745,15
35,2011,Shut Up Little Man,Trib.,1472,1
35,2011,Singham,Relbig.,614,1
35,2011,Snow Flower and the Secret Fan,FoxS,9464,12
35,2011,Space Station 3-D (IMAX),Imax,12977,1
35,2011,Special Treatment,FRun,1095,1
35,2011,Spy Kids: All the Time in the World,W/Dim.,7322281,3007
35,2011,Super 8,Par.,410718,240
35,2011,Tabloid,IFC,26921,25
35,2011,Terri,ATO,16731,17
35,2011,The Change-Up,Uni.,1148285,539
35,2011,The Conspirator,RAtt.,24,1
35,2011,The Debt,Focus,15195542,1826
35,2011,The Devil's Double,LGF,73220,49
35,2011,The Family Tree,EOne,1180,2
35,2011,The Future,RAtt.,42180,17
35,2011,The Guard,SPC,903235,178
35,2011,The Hangover Part II,WB,94504,90
35,2011,The Hedgehog,NeoC,108688,16
35,2011,The Help,BV,24011105,2843
35,2011,The Interrupters,CGld,25335,10
35,2011,The Last Circus,Magn.,4114,2
35,2011,The Man Who Fell to Earth (35th anniversary re-issue),Rialto,1680,3
35,2011,The Music Never Stopped,RAtt.,966,1
35,2011,The Names of Love,MBox,39771,16
35,2011,The Perfect Host,Magn.,1345,1
35,2011,The Robber,Kino,192,1
35,2011,The Smurfs,Sony,6256233,2706
35,2011,The Tree,Zeit.,6202,4
35,2011,The Tree of Life,FoxS,134311,86
35,2011,The Trip (2011),IFC,40051,36
35,2011,The Whistleblower,Gold.,164502,70
35,2011,Transformers: Dark of the Moon,P/DW,865395,424
35,2011,T-Rex: Back to the Cretaceous (IMAX),Imax,4255,1
35,2011,Trollhunter,Magn.,3018,4
35,2011,Turtle: The Incredible Journey,Hann.,7951,3
35,2011,Under the Sea 3D,WB,44814,10
35,2011,Vito Bonafacci,CAVU,1900,1
35,2011,Went The Day Well? (2011 re-release),Rialto,517,1
35,2011,Winnie the Pooh,BV,364348,352
35,2011,"Women, Art, Revolution",Zeit.,1980,1
35,2011,X-Men: First Class,Fox,147932,101
35,2011,Zindagi Na Milegi Dobara,Eros,16890,100
35,2011,Zookeeper,Sony,1054628,401
34,2011,30 Minutes or Less,Sony,4095434,2071
34,2011,5 Days of War,Anch.,2448,1
34,2011,A Better Life,Sum.,15668,31
34,2011,Aarakshan (Reservation),Relbig.,39141,36
34,2011,Amigo,Vari.,24256,10
34,2011,Another Earth,FoxS,142199,94
34,2011,Attack the Block,SGem,91591,30
34,2011,Bad Teacher,Sony,135908,75
34,2011,"Beats, Rhymes & Life: The Travels of a Tribe Called Quest",SPC,14294,10
34,2011,Beginners,Focus,52575,50
34,2011,Bellflower,Osci.,11170,7
34,2011,Bill Cunningham New York,Zeit.,2059,1
34,2011,Bodyguard,Relbig.,310843,86
34,2011,Bol,Eros,17905,38
34,2011,Born to Be Wild (IMAX),WB,295213,49
34,2011,Bride Flight,MBox,9218,10
34,2011,Bridesmaids,Uni.,354130,222
34,2011,Brighton Rock,IFC,56256,12
34,2011,Buck,IFC,91865,65
34,2011,Captain America: The First Avenger,Par.,3177306,1424
34,2011,Cars 2,BV,352218,233
34,2011,Circo,FRun,3597,1
34,2011,Circumstance,RAtt.,67312,7
34,2011,City of Life and Death,Kino,791,1
34,2011,Colombiana,TriS,14562122,2614
34,2011,Conan O'Brien Can't Stop,Abr.,2841,1
34,2011,Conan the Barbarian (2011),LGF,4742015,3015
34,2011,CornerStore,STP,5006,2
34,2011,Cowboys & Aliens,Uni.,3234680,1559
34,2011,"Crazy, Stupid, Love.",WB,4579380,1577
34,2011,Crime After Crime,LSF,3548,4
34,2011,Deep Sea 3D (IMAX),WB,2854,2
34,2011,Don't Be Afraid of the Dark,FD,11440189,2760
34,2011,El Bulli: Cooking in Progress,AM,14128,6
34,2011,Everything Must Go,RAtt.,1371,3
34,2011,Evidence of a Haunting,Noct.,29904,10
34,2011,Farmageddon,KMP,5309,3
34,2011,Final Destination 5,WB (NL),3685453,2085
34,2011,Friends with Benefits,SGem,343775,214
34,2011,Fright Night (2011),BV,4583584,3114
34,2011,Gainsbourg: A Heroic Life,MBox,5038,3
34,2011,Galapagos (IMAX),Imax,449,2
34,2011,Glee The 3D Concert Movie,Fox,255919,223
34,2011,Green Lantern,WB,321437,222
34,2011,Gun Hill Road,MFG,4955,3
34,2011,Harry Potter and the Deathly Hallows Part 2,WB,3910291,1328
34,2011,Higher Ground,SPC,43584,3
34,2011,Horrible Bosses,WB (NL),978743,465
34,2011,Hubble 3D,WB,131924,30
34,2011,In a Better World,SPC,1039,1
34,2011,Incendies (U.S. only),SPC,14718,8
34,2011,Insidious,FD,5601,7
34,2011,Jig,Scre.,3925,1
34,2011,Kung Fu Panda 2,P/DW,293111,194
34,2011,Le Quattro Volte,Lorb.,662,3
34,2011,Le Rayon Vert (Summer),FDesk,835,1
34,2011,Leap Year (2011),Strand,321,1
34,2011,Life in a Day,NGE,7682,5
34,2011,"Life, Above All",SPC,5011,5
34,2011,Magic Trip,Magn.,14508,6
34,2011,Midnight in Paris,SPC,1147162,652
34,2011,Monte Carlo,Fox,73254,91
34,2011,Mozart's Sister,MBox,29568,7
34,2011,Mr. Popper's Penguins,Fox,353132,242
34,2011,My Perestroika,ICir,172,1
34,2011,Mysteries of Lisbon,MBox,4106,2
34,2011,Nine Nation Animation,Shorts,466,1
34,2011,One Day,Focus,3704073,1725
34,2011,Our Idiot Brother,Wein.,10235344,2555
34,2011,Over Your Cities Grass Will Grow,AM,2793,1
34,2011,Page One: A Year Inside the New York Times,Magn.,7490,5
34,2011,Passione,Abr.,2755,1
34,2011,Phil Ochs: There But For Fortune,FRun,900,1
34,2011,Pianomania,FRun,4483,2
34,2011,Pirates of the Caribbean: On Stranger Tides,BV,273371,211
34,2011,Point Blank,Magn.,62055,29
34,2011,POM Wonderful Presents: The Greatest Movie Ever Sold,SPC,50,1
34,2011,Project Nim,RAtt.,12185,16
34,2011,Queen to Play,Zeit.,287,1
34,2011,Rebirth,Osci.,2792,1
34,2011,Red State,SMod,10429,1
34,2011,Redemption Road,Free,25247,26
34,2011,Rejoice and Shout,Magn.,1006,5
34,2011,Rio,Fox,28391,39
34,2011,Rise of the Planet of the Apes,Fox,12418416,3374
34,2011,Road to Nowhere,Mont.,275,3
34,2011,Sarah's Key,Wein.,971657,272
34,2011,Sea Rex 3D: Journey to a Prehistoric World,3D,67393,10
34,2011,Senna,PDA,309958,28
34,2011,Sex and Zen 3D: Extreme Ecstasy,CL,36958,9
34,2011,Sholem Aleichem: Laughing in the Darkness,ICir,48496,17
34,2011,Shut Up Little Man,Trib.,4092,2
34,2011,Singham,Relbig.,863,3
34,2011,Snow Flower and the Secret Fan,FoxS,19022,15
34,2011,Space Station 3-D (IMAX),Imax,23469,1
34,2011,Special Treatment,FRun,1760,1
34,2011,Spy Kids: All the Time in the World,W/Dim.,8416256,3305
34,2011,Super 8,Par.,432197,242
34,2011,Tabloid,IFC,26003,26
34,2011,Terri,ATO,22487,21
34,2011,The Arbor,Strand,1018,3
34,2011,The Change-Up,Uni.,1722265,904
34,2011,The Conspirator,RAtt.,1577,3
34,2011,The Debt,Focus,1901414,1786
34,2011,The Devil's Double,LGF,140241,78
34,2011,The Family Tree,EOne,4855,2
34,2011,The Future,RAtt.,43552,22
34,2011,The Guard,SPC,549014,107
34,2011,The Hangover Part II,WB,96692,128
34,2011,The Hedgehog,NeoC,56318,12
34,2011,The Help,BV,22093248,2778
34,2011,The Interrupters,CGld,31131,10
34,2011,The Last Circus,Magn.,4560,2
34,2011,The Little Traitor,N/A,1483,1
34,2011,The Man Who Fell to Earth (35th anniversary re-issue),Rialto,10508,4
34,2011,The Names of Love,MBox,50744,24
34,2011,The Perfect Host,Magn.,2233,2
34,2011,The Robber,Kino,777,3
34,2011,The Salvation Poem (Poema de Salvacion),CZ,618,1
34,2011,The Sleeping Beauty,Strand,857,1
34,2011,The Smurfs,Sony,6759144,2861
34,2011,The Tree,Zeit.,6069,6
34,2011,The Tree of Life,FoxS,138689,97
34,2011,The Trip (2011),IFC,58343,48
34,2011,The Whistleblower,Gold.,184794,68
34,2011,The Woodmans,Lorb.,354,1
34,2011,The Worst Movie EVER!,DWOES,60,1
34,2011,Transformers: Dark of the Moon,P/DW,942789,518
34,2011,T-Rex: Back to the Cretaceous (IMAX),Imax,2561,1
34,2011,Trigun: Badlands Rumble,Elev.,698,2
34,2011,Trollhunter,Magn.,2884,4
34,2011,Turtle: The Incredible Journey,Hann.,7332,3
34,2011,Under the Sea 3D,WB,44231,10
34,2011,Vito Bonafacci,CAVU,3899,1
34,2011,Viva Riva!,MBox,1137,1
34,2011,Winnie the Pooh,BV,340976,372
34,2011,"Women, Art, Revolution",Zeit.,7803,2
34,2011,X-Men: First Class,Fox,159843,110
34,2011,Zindagi Na Milegi Dobara,Eros,14660,100
34,2011,Zookeeper,Sony,333192,225
33,2011,13 Assassins,Magn.,2323,4
33,2011,30 Minutes or Less,Sony,9640445,2888
33,2011,5 Days of War,Anch.,9310,2
33,2011,A Better Life,Sum.,34291,65
33,2011,Aarakshan (Reservation),Relbig.,159031,85
33,2011,Amigo,Vari.,54505,10
33,2011,Another Earth,FoxS,215447,87
33,2011,Attack the Block,SGem,133496,44
33,2011,Bad Teacher,Sony,162244,100
33,2011,"Beats, Rhymes & Life: The Travels of a Tribe Called Quest",SPC,47568,34
33,2011,Beginners,Focus,92248,69
33,2011,Bellflower,Osci.,24914,8
33,2011,Bill Cunningham New York,Zeit.,4994,2
33,2011,Born to Be Wild (IMAX),WB,397726,49
33,2011,Bride Flight,MBox,10692,11
33,2011,Bridesmaids,Uni.,440490,244
33,2011,Buck,IFC,120029,77
33,2011,Captain America: The First Avenger,Par.,5889754,1988
33,2011,Cars 2,BV,523449,297
33,2011,Cave of Forgotten Dreams,IFC,28676,15
33,2011,City of Life and Death,Kino,869,1
33,2011,Conan O'Brien Can't Stop,Abr.,545,2
33,2011,Conan the Barbarian (2011),LGF,13475575,3015
33,2011,CornerStore,STP,10431,2
33,2011,Cowboys & Aliens,Uni.,5863950,2213
33,2011,"Crazy, Stupid, Love.",WB,7154719,1940
33,2011,Crime After Crime,LSF,5490,3
33,2011,Daylight (2011),CP,1178,1
33,2011,Deep Sea 3D (IMAX),WB,10063,3
33,2011,El Bulli: Cooking in Progress,AM,14993,3
33,2011,Everything Must Go,RAtt.,4868,4
33,2011,Farmageddon,KMP,3202,1
33,2011,Final Destination 5,WB (NL),10736725,3155
33,2011,Flypaper,IFC,1232,2
33,2011,Four Adventures of Reinette and Mirabelle (2011 re-release),FDesk,296,1
33,2011,Friends with Benefits,SGem,824906,413
33,2011,Fright Night (2011),BV,10778551,3114
33,2011,Galapagos (IMAX),Imax,484,1
33,2011,Glee The 3D Concert Movie,Fox,2862449,1982
33,2011,Green Lantern,WB,476423,242
33,2011,Gun Hill Road,MFG,23111,5
33,2011,Harry Potter and the Deathly Hallows Part 2,WB,6744203,1738
33,2011,Horrible Bosses,WB (NL),1880259,755
33,2011,How to Live Forever,Vari.,4613,1
33,2011,Hubble 3D,WB,172731,29
33,2011,If a Tree Falls: A Story of the Earth Liberation Front,Osci.,1441,2
33,2011,In a Better World,SPC,1092,2
33,2011,Incendies (U.S. only),SPC,11870,4
33,2011,Insidious,FD,6868,9
33,2011,Into Eternity,ICir,199,1
33,2011,Jig,Scre.,4925,1
33,2011,Kung Fu Panda 2,P/DW,409181,237
33,2011,Le Quattro Volte,Lorb.,294,1
33,2011,Le Rayon Vert (Summer),FDesk,904,2
33,2011,Leap Year (2011),Strand,1628,1
33,2011,Life in a Day,NGE,6270,10
33,2011,"Life, Above All",SPC,9590,4
33,2011,Love Etc.,Pala.,1412,1
33,2011,Magic Trip,Magn.,13417,10
33,2011,Meek's Cutoff,Osci.,1092,2
33,2011,Midnight in Paris,SPC,836644,258
33,2011,Monte Carlo,Fox,100478,107
33,2011,Mozart's Sister,MBox,55849,7
33,2011,Mr. Popper's Penguins,Fox,443725,273
33,2011,My Perestroika,ICir,215,1
33,2011,Mysteries of Lisbon,MBox,11255,1
33,2011,Nostalgia for the Light,Icar.,1091,1
33,2011,One Day,Focus,7273462,1719
33,2011,Over Your Cities Grass Will Grow,AM,12653,2
33,2011,Page One: A Year Inside the New York Times,Magn.,17840,16
33,2011,Passione,Abr.,4273,3
33,2011,Pianomania,FRun,2302,2
33,2011,Pirates of the Caribbean: On Stranger Tides,BV,390334,231
33,2011,Poetry,Kino,522,1
33,2011,Point Blank,Magn.,109300,36
33,2011,POM Wonderful Presents: The Greatest Movie Ever Sold,SPC,690,1
33,2011,Project Nim,RAtt.,16772,12
33,2011,Queen to Play,Zeit.,917,1
33,2011,Rapt,Lorb.,824,1
33,2011,Red State,SMod,50633,1
33,2011,Rejoice and Shout,Magn.,3206,5
33,2011,Rio,Fox,54054,68
33,2011,Rise of the Planet of the Apes,Fox,22341917,3471
33,2011,Road to Nowhere,Mont.,458,2
33,2011,Salvation Boulevard,IFC,2420,2
33,2011,Sarah's Key,Wein.,1147672,201
33,2011,Sea Rex 3D: Journey to a Prehistoric World,3D,76688,10
33,2011,Senna,PDA,226536,14
33,2011,Sex and Zen 3D: Extreme Ecstasy,CL,75966,10
33,2011,Sholem Aleichem: Laughing in the Darkness,ICir,44888,14
33,2011,Singham,Relbig.,2345,4
33,2011,Snow Flower and the Secret Fan,FoxS,43345,37
33,2011,Space Station 3-D (IMAX),Imax,30617,2
33,2011,Spy Kids: All the Time in the World,W/Dim.,15983049,3295
33,2011,Super 8,Par.,154336,86
33,2011,Tabloid,IFC,37241,24
33,2011,Terri,ATO,36811,24
33,2011,The Arbor,Strand,1039,1
33,2011,The Change-Up,Uni.,4147795,1633
33,2011,The Conspirator,RAtt.,2583,4
33,2011,The Devil's Double,LGF,232904,83
33,2011,The Double Hour,Gold.,12854,12
33,2011,The Future,RAtt.,100179,31
33,2011,The Guard,SPC,595431,83
33,2011,The Hangover Part II,WB,193434,193
33,2011,The Hedgehog,NeoC,63731,6
33,2011,The Help,BV,30975135,2690
33,2011,The Interrupters,CGld,25548,2
33,2011,The Last Circus,Magn.,7867,1
33,2011,The Man Who Fell to Earth (35th anniversary re-issue),Rialto,1492,2
33,2011,The Myth of the American Sleepover,IFC,1133,2
33,2011,The Names of Love,MBox,58549,22
33,2011,The Perfect Host,Magn.,5117,10
33,2011,The Robber,Kino,846,1
33,2011,The Sleeping Beauty,Strand,2667,1
33,2011,The Smurfs,Sony,11448963,3057
33,2011,The Tree,Zeit.,2207,2
33,2011,The Tree of Life,FoxS,196326,96
33,2011,The Trip (2011),IFC,96617,46
33,2011,The Whistleblower,Gold.,222645,44
33,2011,The Woodmans,Lorb.,492,1
33,2011,The Worst Movie EVER!,DWOES,11,1
33,2011,Thor,Par.,46216,54
33,2011,Transformers: Dark of the Moon,P/DW,883225,484
33,2011,T-Rex: Back to the Cretaceous (IMAX),Imax,4999,1
33,2011,Trigun: Badlands Rumble,Elev.,300,0
33,2011,Trollhunter,Magn.,3998,5
33,2011,Turtle: The Incredible Journey,Hann.,10302,3
33,2011,Under the Sea 3D,WB,62517,10
33,2011,Viva Riva!,MBox,3279,2
33,2011,Winnie the Pooh,BV,285131,294
33,2011,"Women, Art, Revolution",Zeit.,4564,2
33,2011,X-Men: First Class,Fox,202011,146
33,2011,Zindagi Na Milegi Dobara,Eros,46621,100
33,2011,Zookeeper,Sony,576662,370
32,2011,13 Assassins,Magn.,4208,2
32,2011,30 Minutes or Less,Sony,19461828,2888
32,2011,A Better Life,Sum.,28748,51
32,2011,Aarakshan (Reservation),Relbig.,440710,90
32,2011,Another Earth,FoxS,258155,82
32,2011,Attack the Block,SGem,174806,40
32,2011,Bad Teacher,Sony,304642,149
32,2011,"Beats, Rhymes & Life: The Travels of a Tribe Called Quest",SPC,88009,35
32,2011,Beginners,Focus,159093,103
32,2011,Bellflower,Osci.,36870,7
32,2011,Bill Cunningham New York,Zeit.,6381,4
32,2011,Born to Be Wild (IMAX),WB,482750,49
32,2011,Bride Flight,MBox,15139,14
32,2011,Bridesmaids,Uni.,571340,285
32,2011,Buck,IFC,189699,101
32,2011,Captain America: The First Avenger,Par.,10871908,2835
